bin1    bin2    count
134 134 1
15 15 1
123 123 1
10 10 1
116 116 1
11 11 1
63 69 1
63 63 1
118 118 1
105 105 1
99 99 1
146 146 1
74 74 1
4 4 1
114 114 1
83 83 1
133 133 1
105 105 1
128 128 1
25 25 2
67 67 1
106 106 1
117 117 1
142 142 1
98 113 1
109 109 1
95 95 1
26 27 2
95 95 1
121 121 1
31 31 1
92 92 2
116 116 1
41 41 1
114 114 1
149 149 1
124 124 2
42 44 1
122 122 1
3 3 1
37 37 1
100 100 1
148 148 1
35 40 1
105 105 3
21 21 1
28 28 1
107 107 1
3 3 1
89 89 1
6 6 1
107 107 1
126 127 1
29 33 1
29 29 1
78 78 1
80 80 1
116 116 1
60 60 1
105 105 1
97 97 2
64 64 2
31 31 1
49 50 1
112 112 1
28 29 1
71 71 1
127 127 1
14 14 1
125 125 1
20 20 1
83 83 2
41 41 1
144 144 1
34 34 1
68 68 1
134 136 1
56 56 1
96 96 2
121 121 2
107 107 1
37 37 1
66 66 1
62 62 2
37 37 1
42 56 1
116 116 1
3 3 1
147 147 1
84 84 1
58 58 1
80 80 1
129 129 1
142 142 1
37 37 1
101 101 1
146 146 1
49 51 1
5 5 1
91 91 1
11 15 1
99 99 3
58 61 1
31 31 1
29 29 1
103 104 1
6 6 1
3 3 1
102 102 1
72 72 1
5 6 1
139 139 1
116 116 1
115 115 1
108 108 1
145 146 1
59 59 1
87 87 1
10 10 1
96 96 2
30 31 1
65 65 1
135 135 1
31 31 1
84 84 1
117 118 1
59 59 1
141 141 1
136 136 1
34 34 1
48 50 2
52 53 1
7 24 1
43 43 2
129 129 1
72 74 2
111 111 1
98 98 1
148 148 1
40 54 1
97 113 1
115 115 1
61 61 1
144 144 1
73 73 1
125 125 1
18 18 1
127 127 1
113 113 1
44 44 2
117 118 1
58 60 2
126 126 1
6 6 1
58 60 1
25 25 1
144 144 1
137 137 1
108 108 1
48 48 1
52 52 1
50 50 1
56 56 1
93 93 1
66 66 1
128 128 1
110 110 1
30 36 1
40 40 1
95 95 1
30 30 1
82 82 1
113 113 1
40 40 1
113 113 1
9 14 2
41 42 1
63 63 2
143 144 1
67 67 1
30 30 1
108 108 1
54 54 1
35 35 1
131 133 1
59 59 1
139 139 1
78 78 1
77 77 1
99 100 1
145 145 1
87 90 1
91 91 1
75 75 1
83 83 1
14 14 2
12 12 1
112 141 1
124 124 1
15 17 1
122 122 1
85 85 1
5 5 1
53 53 1
139 139 1
133 133 1
118 118 1
50 50 1
52 52 1
110 110 1
60 60 1
145 145 1
19 19 1
29 29 1
135 135 1
65 65 1
67 67 1
127 127 1
53 53 1
24 24 1
68 68 1
98 98 1
107 107 1
35 35 1
51 51 1
38 38 1
131 131 1
89 94 1
50 50 1
61 61 1
140 143 1
124 124 1
31 32 1
113 114 1
13 13 1
35 35 1
70 70 1
124 124 1
102 107 1
36 37 1
99 99 2
31 31 1
52 53 2
101 101 2
60 67 1
149 149 1
60 61 1
143 144 1
53 53 1
101 101 1
102 106 1
97 97 1
61 61 1
28 31 2
140 147 1
114 114 1
52 52 1
123 123 1
22 22 3
140 140 1
72 72 1
49 49 1
36 36 1
81 81 1
85 85 1
114 114 1
139 139 1
30 30 1
79 80 1
91 91 1
147 147 1
24 24 1
22 22 1
115 115 1
67 67 2
82 82 1
48 86 1
29 29 1
8 27 1
65 66 2
105 105 1
94 94 1
128 128 1
108 108 1
34 34 1
81 81 1
37 40 1
84 84 1
32 32 1
45 46 1
58 62 1
56 61 1
8 8 1
37 37 1
46 46 1
43 43 1
61 61 1
51 52 1
28 28 1
53 53 2
11 11 1
115 115 1
109 109 1
143 144 1
133 133 1
117 117 1
17 17 1
39 39 1
146 148 1
106 106 1
101 101 1
38 38 1
145 145 1
83 83 1
32 33 1
93 93 1
118 118 1
136 137 1
58 58 2
112 113 1
80 80 1
115 115 1
109 110 1
51 52 1
145 145 1
14 14 1
11 11 1
37 37 1
103 103 1
62 62 1
54 55 1
50 50 1
14 14 1
120 121 1
142 143 1
43 43 2
73 73 1
48 50 1
135 135 1
148 148 1
53 54 1
145 145 1
25 25 2
66 66 1
139 139 1
50 50 1
68 98 1
76 77 1
51 58 1
18 18 1
61 61 1
38 38 1
80 82 2
14 14 1
107 108 1
28 28 1
71 71 1
17 17 1
147 147 1
16 16 1
91 91 1
135 135 1
23 23 1
71 71 1
111 111 2
79 81 1
22 22 1
43 43 1
125 125 1
86 86 1
55 55 1
118 118 1
6 6 1
101 101 1
54 57 1
73 73 1
59 59 1
111 111 1
71 71 1
12 12 1
36 36 2
126 126 1
14 15 1
110 133 1
92 92 1
35 35 1
21 21 1
24 24 1
117 117 1
135 135 2
64 64 1
89 89 1
58 60 1
33 33 1
31 31 1
124 124 1
147 147 1
108 108 1
90 90 1
115 115 2
35 37 1
95 95 1
114 114 1
9 9 2
53 53 1
109 109 1
135 137 1
116 116 1
28 28 1
67 67 1
15 16 1
105 105 1
59 61 1
146 148 1
90 90 1
131 131 1
107 110 1
139 139 1
107 107 1
119 119 2
126 126 1
124 124 1
135 135 1
64 64 1
139 139 1
80 80 1
4 4 1
66 66 1
88 88 1
11 12 1
112 138 2
111 112 1
32 33 1
105 105 1
127 128 1
50 50 1
53 53 2
143 143 1
95 95 1
139 140 1
30 31 1
56 58 1
7 8 1
18 18 1
68 74 2
140 140 1
10 10 1
38 38 1
35 35 1
112 112 1
42 44 1
75 75 1
125 125 1
61 66 2
48 48 1
85 85 1
64 66 1
129 129 3
45 47 1
133 133 1
39 39 1
30 31 1
62 62 2
141 145 2
118 121 2
45 45 1
91 91 1
51 51 1
6 6 1
39 40 2
22 22 2
17 17 1
107 108 1
3 4 1
22 22 1
82 82 1
123 123 1
24 24 1
65 66 1
30 31 1
81 81 1
128 128 1
112 112 1
63 63 2
47 86 1
9 9 1
126 126 1
20 20 1
125 125 1
100 100 1
119 119 1
6 6 1
47 47 1
108 109 1
33 33 2
102 106 1
6 6 1
12 13 2
91 94 1
89 89 1
95 95 1
95 102 1
7 7 1
86 86 1
37 37 1
101 102 1
108 108 1
56 56 1
148 148 1
118 118 1
8 8 1
113 114 1
28 28 1
27 27 1
76 76 1
103 103 1
8 26 1
75 75 1
74 74 1
120 120 1
104 104 2
56 56 1
65 65 1
91 91 1
47 49 2
48 48 1
144 144 1
82 82 2
22 22 1
28 28 1
128 128 1
106 106 1
144 146 2
135 135 1
104 104 1
24 24 1
124 124 1
59 59 1
22 22 1
110 110 2
