bin1    bin2    count
66 66 1
95 95 1
46 47 2
69 69 1
164 164 1
84 84 1
116 127 2
104 104 2
119 119 1
34 34 2
19 19 1
82 82 2
88 88 1
133 133 1
44 44 1
154 154 1
56 56 1
47 47 1
83 85 1
66 66 1
12 12 1
128 137 1
86 87 2
6 6 2
14 88 1
54 54 1
102 102 1
156 157 1
137 137 1
55 55 1
71 71 1
112 112 1
160 160 1
123 123 1
91 91 1
53 53 1
113 113 1
81 88 1
154 156 2
45 45 1
8 8 2
93 93 1
43 43 1
116 116 1
38 38 1
6 6 1
70 70 1
36 36 1
154 154 1
80 80 1
23 55 1
12 12 1
10 10 1
67 67 1
46 46 1
77 77 1
59 64 2
16 16 1
35 39 1
5 5 1
65 65 1
92 93 1
64 65 1
11 12 1
142 142 1
54 54 1
93 93 1
70 70 1
147 147 1
91 91 1
140 140 1
46 47 1
131 131 1
76 76 1
140 140 1
155 155 2
45 45 2
43 43 2
143 147 1
133 133 1
72 72 1
12 12 1
43 44 1
157 157 1
79 118 1
130 130 1
33 33 1
22 22 1
117 127 1
115 116 1
90 90 2
34 34 1
149 149 2
45 46 1
160 160 1
56 57 1
135 135 1
5 42 1
130 131 1
38 39 1
43 43 1
159 160 1
50 50 1
108 108 2
156 157 1
130 130 2
131 131 1
165 165 4
127 127 1
57 57 1
41 41 1
5 5 1
38 38 1
131 131 1
124 124 1
64 65 1
96 96 1
21 21 1
7 7 1
138 138 1
105 105 1
131 131 1
74 74 1
129 129 3
78 78 1
101 101 1
93 99 1
49 49 1
7 7 1
15 15 1
98 98 1
72 72 1
84 84 1
71 71 1
15 85 1
93 111 1
142 142 1
14 14 1
86 86 1
80 80 1
68 68 1
65 65 1
160 160 1
142 142 1
49 66 1
105 105 1
77 77 2
111 111 1
80 99 1
6 6 1
43 43 1
17 17 1
118 118 2
156 156 1
12 12 1
134 134 1
71 71 3
71 71 1
79 79 1
103 103 1
104 104 1
97 97 2
61 61 1
60 79 1
78 78 1
48 49 1
138 140 2
138 138 1
162 162 1
161 161 1
44 44 1
21 22 2
34 34 1
111 111 1
112 112 1
149 149 1
147 147 2
140 140 2
90 90 1
84 84 1
97 97 1
138 138 1
161 162 1
49 49 1
156 156 1
93 93 1
40 40 1
155 155 1
63 63 1
90 90 1
105 106 1
101 101 1
23 23 2
7 7 1
119 119 1
95 95 1
150 150 1
114 114 1
101 104 1
38 38 1
112 112 1
49 49 1
76 76 1
66 66 1
7 7 1
142 142 1
150 150 1
51 51 1
127 127 1
99 99 1
37 44 1
18 18 1
33 55 1
37 66 2
74 74 1
8 10 1
22 22 1
118 118 2
107 107 1
46 46 1
49 49 1
90 90 1
124 124 1
72 72 1
37 37 1
67 67 1
77 83 1
101 101 2
42 42 1
46 47 2
143 143 2
97 97 1
101 111 1
97 97 1
103 103 1
71 71 1
55 55 2
98 98 1
114 115 1
129 129 1
18 18 1
67 67 1
102 102 1
16 16 1
42 42 2
127 127 1
100 100 1
98 98 1
48 48 1
127 129 1
54 54 1
85 86 1
6 6 1
104 104 1
132 132 1
39 39 1
94 94 1
14 14 1
10 10 2
128 128 1
135 144 1
127 130 1
142 142 1
98 98 1
46 46 1
34 34 1
86 86 1
159 159 2
79 80 1
15 15 2
36 36 1
15 17 1
34 34 1
154 154 1
55 55 1
65 65 2
85 85 1
159 159 1
91 91 1
9 9 1
102 102 1
15 15 2
128 129 1
38 38 1
148 148 1
87 89 2
146 147 1
43 43 1
60 60 1
143 147 1
134 134 1
160 163 1
89 89 1
7 7 1
35 35 1
156 156 1
103 147 1
41 41 1
54 55 1
19 85 1
79 79 4
88 88 1
158 158 1
114 114 1
141 166 1
85 85 1
82 82 1
5 5 2
12 12 1
148 148 1
128 129 1
63 64 1
45 45 1
87 87 1
159 159 2
115 115 1
104 104 1
151 151 1
137 164 1
156 157 1
108 108 1
74 82 1
151 151 1
35 35 1
11 99 1
44 44 1
105 106 1
87 87 1
45 45 1
148 148 2
74 74 1
111 111 1
11 11 1
11 11 1
108 108 1
39 39 1
62 62 1
74 82 1
118 118 1
155 156 1
84 85 1
82 82 1
157 157 1
57 57 1
42 42 2
69 89 1
44 44 1
81 82 1
62 62 2
54 54 1
78 78 1
117 117 1
13 13 2
126 126 2
160 163 1
14 14 3
99 99 1
124 124 1
19 109 1
156 156 1
87 87 1
113 123 1
59 59 1
80 80 1
13 13 1
13 15 1
107 107 1
11 11 1
15 83 1
68 68 1
109 109 1
22 22 1
96 96 1
9 9 1
112 112 1
99 99 1
41 41 1
101 101 1
149 149 1
152 165 1
150 150 1
72 75 1
10 57 1
136 136 1
165 165 1
87 87 1
164 164 1
163 163 1
161 161 1
157 162 1
69 72 1
134 134 1
13 13 1
111 111 1
45 45 1
88 88 1
136 136 2
151 151 1
87 87 1
163 163 1
135 135 1
136 136 1
166 166 2
58 58 1
50 50 2
110 110 1
18 19 1
99 99 1
58 58 1
124 127 1
34 34 1
112 112 1
156 156 2
7 7 2
15 15 3
15 15 2
129 129 1
22 22 1
112 112 1
98 98 1
22 22 2
75 75 1
116 117 1
57 57 2
35 69 1
128 129 1
124 124 1
42 62 1
81 81 1
159 159 1
56 56 1
33 33 1
