bin1    bin2    count
159 159 1
159 159 2
73 76 1
83 115 1
60 76 2
113 114 1
80 102 2
60 83 1
33 37 1
138 142 2
158 158 1
123 136 1
94 118 1
157 157 1
13 13 1
21 40 1
21 21 1
114 115 1
34 34 1
39 39 1
132 132 4
155 155 1
9 39 1
127 128 1
15 19 1
148 148 1
7 7 2
158 158 2
86 87 1
72 140 1
130 130 1
74 74 1
6 9 1
133 147 1
82 82 1
101 101 1
47 47 1
45 49 1
92 93 1
55 55 1
157 159 1
117 117 1
78 78 1
143 143 1
90 90 1
152 152 3
107 107 1
96 118 1
95 95 1
38 51 2
142 142 1
78 78 1
101 101 1
82 82 1
6 6 1
133 133 1
164 164 2
13 13 1
65 81 1
136 136 1
130 149 1
111 112 1
136 136 1
17 40 2
8 23 2
147 147 1
71 71 1
86 86 1
163 163 1
101 101 2
86 86 1
95 96 2
72 72 1
113 128 1
116 136 1
69 84 1
62 77 1
83 83 1
104 104 1
79 79 1
92 92 1
80 81 1
74 75 1
123 123 1
127 134 1
135 138 1
95 96 1
63 63 1
60 78 1
111 113 1
112 129 1
95 106 2
56 56 1
20 23 1
66 68 1
16 16 1
40 55 1
142 150 1
90 90 1
131 131 1
114 114 2
14 15 1
46 46 1
45 58 2
23 23 1
125 125 1
162 162 1
112 116 1
94 95 1
103 103 1
142 142 1
103 103 1
35 36 1
48 48 1
51 51 1
18 18 1
40 47 1
158 158 1
66 102 1
97 97 1
33 33 1
54 54 1
15 15 1
127 127 1
21 21 1
8 23 1
74 74 1
62 62 1
37 37 1
100 100 1
125 125 1
113 113 1
5 23 1
91 91 1
41 44 1
73 73 2
20 41 1
36 48 1
56 61 1
115 116 1
149 161 1
95 95 1
129 129 3
83 83 1
79 82 1
119 119 1
79 79 1
149 149 1
63 63 3
114 114 1
45 45 1
103 117 1
105 105 1
73 91 2
165 165 2
112 116 1
156 156 1
164 164 1
64 64 1
124 124 1
90 101 1
148 148 1
13 13 1
140 140 1
78 78 1
9 23 1
61 78 1
112 127 1
153 153 1
11 12 1
133 140 1
161 161 1
97 97 1
71 95 1
116 116 1
105 106 1
64 81 1
80 85 1
21 21 2
166 166 1
151 151 1
93 93 1
49 49 3
140 140 1
103 124 1
94 94 1
163 163 1
125 125 1
112 112 1
38 38 1
17 17 1
99 99 1
76 76 1
35 35 3
165 165 1
163 163 1
17 17 1
20 20 1
134 134 2
111 125 2
22 43 1
5 5 2
124 125 2
105 105 1
