bin1    bin2    count
10 18 1
123 124 2
108 108 1
165 165 1
8 8 1
41 41 3
95 95 1
40 49 1
102 102 1
68 68 1
58 58 1
80 80 1
148 148 1
20 20 1
79 118 1
147 147 1
37 38 2
88 89 1
159 159 1
163 163 1
9 9 2
98 98 1
91 91 2
135 135 1
89 130 1
153 153 1
129 129 1
55 55 2
160 161 1
152 153 1
137 137 1
45 45 1
57 57 1
80 131 1
6 6 1
140 141 2
84 84 1
16 23 1
98 98 2
36 36 1
50 50 2
67 67 1
125 125 1
93 93 1
124 128 1
98 98 2
165 165 3
92 92 1
110 110 1
69 69 1
7 7 1
159 159 1
56 56 1
159 159 1
5 34 1
76 76 1
95 96 1
20 20 1
70 70 1
10 10 1
44 44 1
45 45 1
12 12 1
160 160 1
83 84 1
74 74 2
110 110 1
149 149 1
93 93 1
81 81 2
141 141 1
141 141 1
5 5 1
124 124 1
127 127 1
164 164 2
44 44 1
7 7 1
34 34 1
95 95 1
125 129 1
40 40 1
71 71 1
141 141 1
60 60 1
150 150 1
120 123 1
112 112 1
134 136 1
45 45 1
54 54 1
104 104 2
164 164 1
155 155 1
10 11 1
11 11 1
165 165 1
72 72 2
38 38 1
10 10 1
55 55 1
88 88 1
41 42 1
158 158 1
10 10 1
68 68 1
157 157 1
107 107 1
34 34 1
99 110 1
119 119 1
69 69 1
154 154 1
159 160 2
106 106 2
113 113 1
11 11 2
148 148 1
10 10 1
82 82 4
95 95 1
7 7 1
85 85 1
149 149 2
80 80 1
46 46 1
5 38 1
108 108 1
117 118 1
33 33 1
102 102 1
95 95 1
152 152 1
12 12 1
87 87 1
160 160 1
114 114 1
150 151 1
69 69 1
141 141 1
70 71 1
155 165 1
118 143 2
54 54 1
59 60 1
46 46 1
127 136 1
34 34 1
49 49 1
89 89 4
70 70 2
57 57 1
12 12 1
78 118 1
58 58 1
68 68 2
61 64 1
47 47 1
139 141 1
136 136 1
163 163 1
92 93 2
83 90 1
149 149 2
125 132 1
18 18 1
88 88 1
15 19 1
20 20 1
128 128 1
150 150 2
39 40 1
23 61 1
11 11 1
19 19 1
125 125 2
161 161 1
14 19 1
42 42 1
70 70 1
103 104 1
152 152 3
22 22 1
94 96 1
119 119 1
98 98 1
87 87 1
83 126 1
65 65 1
62 62 1
91 91 1
57 57 1
49 49 1
124 128 1
140 141 1
48 54 1
129 130 1
56 56 1
95 95 1
105 105 1
20 20 1
147 147 1
129 135 1
148 148 1
95 95 2
34 34 1
92 92 1
99 99 1
126 126 1
148 148 1
18 18 1
152 154 1
100 100 1
12 12 1
6 6 1
72 72 1
132 132 1
57 57 1
20 20 1
42 42 1
10 18 1
95 95 1
150 150 1
79 123 1
103 103 1
105 108 1
143 143 1
159 159 1
75 79 3
159 159 2
71 71 1
84 84 1
137 137 1
95 102 1
81 82 1
118 118 1
99 100 1
127 128 1
150 150 2
95 95 1
73 74 1
93 93 1
20 20 1
7 7 1
16 23 1
55 56 1
134 134 1
80 80 1
103 103 1
155 155 1
5 6 1
71 71 2
124 124 1
118 135 1
91 91 1
149 149 1
59 59 1
163 164 1
34 34 1
155 166 1
9 65 1
20 20 1
124 124 1
124 124 1
40 40 1
78 78 1
134 134 1
107 107 1
7 7 1
159 159 1
89 89 1
136 136 1
21 21 2
148 148 1
115 116 1
81 81 1
93 93 1
7 7 1
36 36 1
124 124 1
129 129 1
134 135 1
115 115 1
46 47 1
117 117 2
120 123 1
7 7 1
87 87 1
109 110 1
163 163 1
71 71 1
115 117 2
79 79 1
