bin1    bin2    count
93 93 1
39 39 1
118 118 1
160 160 1
106 106 1
136 136 1
45 45 1
64 64 1
90 90 1
17 17 1
42 42 1
118 118 2
7 7 1
62 62 1
127 127 1
36 36 1
112 112 1
94 94 1
131 131 2
6 7 1
159 162 1
106 106 1
50 50 1
139 139 1
88 88 2
103 104 1
133 133 1
101 101 2
149 149 1
108 108 1
47 47 1
73 85 1
143 143 1
50 50 1
103 103 1
163 163 1
72 72 1
158 158 1
80 82 1
147 147 1
130 130 1
70 70 1
160 165 1
132 132 2
111 111 1
104 104 1
149 149 1
18 18 1
42 50 1
136 136 1
11 12 1
147 147 1
50 50 1
131 131 1
11 11 1
15 15 1
66 66 1
7 7 1
160 160 1
133 133 1
78 78 1
91 91 1
92 93 1
7 8 1
70 90 1
13 13 1
61 61 1
42 42 1
118 118 3
106 107 2
34 34 1
90 90 1
22 22 1
45 45 1
127 127 1
86 90 1
89 97 1
147 147 1
20 20 1
132 132 1
97 97 1
45 45 1
38 38 1
114 154 1
88 88 2
77 130 1
86 131 1
66 66 1
13 13 1
49 49 1
130 130 1
151 151 2
152 153 1
69 89 1
156 157 1
160 160 1
66 66 1
49 49 1
68 68 2
148 148 1
10 10 1
13 14 2
35 35 1
55 55 1
98 98 1
80 80 1
57 57 1
108 136 1
70 98 1
155 155 1
130 130 1
124 126 1
36 48 1
149 149 1
131 131 1
164 164 1
48 48 1
98 98 1
103 153 2
151 154 1
81 81 1
94 94 1
136 136 1
132 132 1
58 58 1
56 56 1
159 159 1
133 133 1
97 97 1
147 147 1
6 6 1
100 100 1
68 68 1
118 118 1
140 140 2
71 71 1
71 71 1
46 46 1
111 111 1
130 130 1
37 37 1
127 127 1
70 97 1
107 107 1
70 70 2
106 106 1
154 154 1
142 143 3
90 91 1
98 98 1
159 159 1
45 45 1
156 156 2
67 67 1
112 113 1
76 76 1
101 157 1
148 148 1
74 74 1
57 58 1
142 142 1
22 22 1
62 62 1
57 57 1
11 11 1
50 50 1
37 43 1
11 11 1
11 11 2
94 94 1
115 124 1
114 114 1
75 75 1
132 132 2
100 100 1
155 155 1
147 147 1
153 153 1
135 135 1
155 156 1
160 160 1
40 40 1
108 108 1
151 151 1
130 130 1
119 119 2
153 153 1
149 149 1
61 61 1
165 165 1
110 110 1
139 139 1
11 11 1
147 147 1
127 127 1
40 40 1
148 148 1
146 146 2
48 48 2
156 156 1
96 96 1
137 137 3
43 43 1
123 123 1
9 9 2
50 50 1
8 8 1
5 5 1
119 119 1
148 148 2
127 127 3
56 60 1
165 165 1
74 74 1
14 14 1
108 108 1
82 82 1
63 65 1
125 125 1
133 149 1
78 112 1
56 56 1
50 50 1
94 94 1
103 103 1
56 56 1
93 93 2
106 106 1
71 71 1
126 127 1
101 101 1
166 166 1
159 159 1
136 138 1
7 7 1
148 152 1
93 93 1
163 163 1
70 90 1
61 61 1
12 12 1
44 44 2
104 104 2
7 7 1
87 87 2
39 43 1
39 39 2
159 159 1
159 162 1
9 9 1
150 150 1
166 166 1
11 11 1
37 37 1
41 41 1
115 115 1
151 152 1
11 11 1
38 38 1
39 41 2
10 11 1
153 153 1
81 102 1
9 9 1
16 17 1
115 115 1
9 10 1
133 133 1
90 90 2
103 151 1
165 165 1
153 153 1
37 38 1
22 22 1
78 78 1
98 98 1
39 39 1
100 100 2
157 157 1
147 147 1
71 71 1
22 22 1
37 37 1
132 132 1
61 61 1
7 7 1
45 45 1
149 149 1
21 21 1
60 66 1
125 130 3
17 17 1
160 161 1
96 96 1
154 154 2
133 136 1
47 47 1
109 110 1
147 148 1
44 44 1
61 65 1
71 72 1
151 151 1
17 17 1
66 66 1
139 139 1
58 58 1
88 88 1
36 36 1
101 101 1
75 76 1
56 56 3
7 7 1
91 91 2
147 147 1
99 99 1
38 38 1
19 19 1
124 125 1
125 130 2
119 166 1
142 142 1
82 82 2
94 94 1
12 12 1
90 97 1
107 107 1
72 82 2
41 44 1
159 160 1
99 99 1
69 69 1
162 162 1
48 49 1
36 48 1
118 118 1
15 15 1
154 154 2
19 19 1
76 76 1
72 72 1
163 163 1
15 15 1
158 158 1
51 51 1
115 115 1
37 37 1
137 137 1
148 149 1
137 137 1
100 100 1
17 50 1
103 103 1
13 13 1
100 100 1
90 90 1
136 136 1
11 11 1
34 34 2
115 115 1
42 42 1
84 85 1
56 56 1
57 57 1
116 116 1
103 103 2
14 14 1
119 119 2
150 150 1
111 111 1
76 76 1
19 19 1
19 19 1
48 48 1
71 72 1
108 109 1
45 45 1
48 49 1
87 87 2
148 148 1
23 23 2
98 98 1
132 132 1
98 98 1
139 139 1
39 39 1
110 110 1
48 48 1
49 49 1
21 21 1
129 129 2
23 23 1
135 135 1
151 153 1
95 95 1
109 109 1
125 125 1
11 11 1
99 99 1
71 71 1
44 44 1
55 55 1
82 82 1
105 107 2
152 152 1
50 55 1
125 125 1
108 108 1
149 149 1
8 9 1
80 80 1
59 60 1
34 34 2
53 53 1
5 5 1
35 35 1
71 71 1
123 123 1
140 141 1
83 86 1
133 133 1
98 98 2
46 46 1
47 49 1
23 23 1
165 166 1
130 130 1
85 85 1
7 7 1
68 68 2
166 166 1
70 74 1
45 45 2
131 131 1
16 17 1
132 132 2
67 94 2
136 136 1
58 58 2
10 10 2
56 57 1
119 119 1
103 103 1
98 99 1
130 130 1
34 34 1
55 55 1
88 88 1
102 102 3
42 50 1
94 94 1
154 154 2
76 76 1
81 107 3
159 159 1
102 102 1
114 117 1
45 45 1
16 16 1
70 70 1
91 91 1
109 109 1
23 23 1
114 114 1
116 116 1
138 138 1
50 50 1
60 61 1
44 44 1
70 71 1
39 39 1
148 148 1
59 60 1
97 97 1
13 13 1
63 63 1
44 44 3
162 163 1
59 62 1
34 34 1
97 97 1
128 128 1
12 12 1
60 60 2
106 109 1
39 39 1
44 45 1
155 155 2
66 66 1
143 143 1
36 36 1
15 15 1
41 44 1
160 160 1
15 15 2
148 148 1
161 161 1
142 142 1
44 44 2
35 35 1
154 154 1
53 53 1
130 130 1
65 65 1
160 160 1
55 55 1
139 139 1
90 90 1
11 11 1
71 71 1
139 146 1
71 71 1
135 157 3
74 74 1
115 115 2
139 157 1
73 73 1
158 158 1
113 113 2
10 10 1
70 70 1
126 126 2
12 12 1
150 153 2
149 149 1
46 46 1
142 142 1
70 70 1
22 56 1
150 150 1
127 128 1
148 148 1
156 159 1
138 138 1
41 43 1
142 143 1
83 83 1
96 96 1
128 129 1
160 160 1
150 151 1
104 104 2
91 91 1
6 10 1
165 165 1
77 77 1
18 18 1
124 124 1
20 20 1
104 106 1
127 127 1
95 95 1
162 162 2
149 149 1
159 160 1
35 35 1
46 47 1
128 128 2
164 164 1
12 12 1
90 90 1
14 14 1
97 97 1
159 159 1
87 87 1
96 97 1
154 155 1
101 131 1
58 58 1
90 97 1
72 73 1
135 135 1
135 135 1
11 11 1
34 34 1
6 7 1
103 103 1
155 159 1
6 6 1
41 44 1
13 17 1
163 163 2
84 84 2
7 7 1
5 6 1
76 79 1
94 94 1
57 57 1
94 94 1
83 83 1
12 12 1
90 90 1
101 101 1
155 156 1
166 166 1
72 72 2
45 45 1
92 92 1
159 159 1
56 56 1
143 143 1
70 70 1
50 50 1
152 152 1
66 67 1
128 128 1
103 152 1
71 71 1
20 20 1
86 86 1
133 134 1
23 23 1
119 119 1
53 53 1
141 141 1
57 57 1
89 89 1
96 96 2
100 100 1
147 147 1
89 89 1
151 152 2
74 74 1
60 60 1
137 137 1
104 105 1
117 117 1
135 135 1
78 78 1
51 51 1
65 65 1
93 93 1
134 134 1
132 132 1
81 81 1
66 94 2
91 91 1
106 106 1
80 80 1
152 152 2
165 165 1
100 100 1
46 46 1
95 95 1
158 158 1
54 54 1
118 118 1
36 36 1
99 99 1
114 114 1
57 57 2
39 39 1
7 12 1
132 132 1
83 84 1
92 92 1
74 74 1
122 122 1
93 96 1
112 113 1
129 129 1
42 42 1
117 166 1
45 45 1
58 58 1
50 50 1
62 62 1
159 159 1
71 71 1
49 49 1
147 147 1
86 86 1
93 93 2
126 126 1
10 10 1
42 42 2
112 112 1
37 37 1
133 133 1
149 150 1
104 104 1
64 64 1
64 64 1
100 100 1
151 151 1
118 118 1
103 153 1
117 119 1
154 154 1
103 103 1
100 100 1
130 130 1
116 116 1
72 72 1
119 119 1
46 46 1
18 18 1
148 148 2
112 112 1
135 146 1
45 45 1
106 106 1
154 154 1
68 68 1
94 94 1
12 12 1
139 139 2
68 68 1
127 127 1
149 149 1
97 97 2
85 86 1
112 116 1
80 80 1
81 81 1
129 129 1
96 96 2
131 131 1
67 67 1
114 114 1
39 39 1
119 119 1
14 14 1
70 70 1
124 124 1
48 48 1
88 97 1
160 160 1
101 101 1
109 134 1
98 98 1
155 155 1
143 143 1
152 152 1
105 105 1
83 85 1
123 123 1
166 166 1
6 6 1
103 104 1
12 12 1
87 87 1
48 48 1
61 61 1
80 110 1
44 44 1
101 102 2
79 79 1
101 137 1
148 148 2
46 46 1
49 49 2
90 90 1
131 131 1
98 98 1
98 98 1
98 98 1
18 18 1
70 70 1
14 14 1
99 99 2
152 153 1
133 135 1
164 164 1
46 46 1
76 78 1
72 73 1
75 75 1
139 139 1
23 23 1
57 57 1
7 7 1
35 35 1
12 12 1
160 160 1
39 39 1
82 82 2
100 100 2
114 154 1
39 39 1
91 91 1
138 138 1
67 130 1
18 18 1
33 33 1
143 143 1
45 45 1
49 49 2
8 8 1
159 159 2
99 99 1
21 21 1
45 45 1
46 46 1
37 57 1
137 138 1
49 49 2
82 104 1
10 10 1
42 42 2
81 81 1
98 98 1
76 76 1
49 49 1
66 66 2
98 98 1
50 50 1
62 62 1
42 42 1
164 164 1
68 68 1
108 112 1
72 73 1
41 41 1
140 140 1
137 137 1
70 71 1
130 130 1
156 156 1
15 15 1
103 109 1
19 19 1
64 64 1
141 141 1
134 134 2
159 159 1
107 134 1
19 19 1
150 150 1
73 73 1
54 54 1
46 46 2
135 135 1
48 48 1
113 113 1
20 20 1
23 23 2
160 160 1
61 62 1
23 23 1
63 63 1
89 90 1
126 126 1
79 79 1
78 78 1
126 126 1
85 85 1
43 43 2
11 11 1
151 151 1
42 42 2
136 136 1
41 41 1
77 77 1
47 47 1
142 142 1
115 115 1
20 20 1
80 80 1
81 81 1
9 11 1
93 93 2
7 7 1
141 141 1
21 21 1
118 119 1
77 77 1
114 114 1
23 23 1
87 87 1
55 55 1
41 41 3
104 104 1
142 142 1
10 14 1
131 131 1
90 90 1
159 159 2
62 65 1
151 151 1
160 160 2
160 160 1
14 14 1
6 22 1
73 73 1
17 18 1
46 49 1
112 112 1
81 98 1
153 153 2
49 50 1
93 95 1
77 77 2
149 149 1
45 45 1
128 128 1
103 113 2
98 98 2
126 126 2
162 162 1
23 23 2
64 70 2
74 74 2
50 50 1
159 159 1
59 59 1
126 126 2
10 11 1
96 96 1
117 118 1
13 13 1
45 45 1
38 38 1
70 70 1
100 100 1
125 125 1
20 20 1
103 103 1
103 103 1
164 164 1
72 72 1
160 161 2
62 62 1
62 69 1
55 55 1
48 48 1
107 107 1
68 68 1
93 93 1
93 93 1
91 91 2
7 7 1
119 119 1
66 66 1
42 42 1
56 56 1
63 63 1
62 62 1
105 108 1
152 152 1
117 118 1
35 35 1
107 107 1
54 54 1
118 118 1
12 12 1
127 127 3
12 12 1
147 147 1
40 40 1
63 64 1
67 73 1
148 148 1
131 131 1
162 162 1
92 93 2
116 116 1
102 102 1
88 88 1
