bin1    bin2    count
16 16 1
89 89 1
26 26 1
62 63 2
23 23 1
35 35 1
30 30 1
45 70 1
16 16 1
4 4 1
47 47 1
32 32 1
7 7 1
62 62 1
32 32 1
14 14 1
41 88 1
58 58 1
5 5 1
15 15 1
65 65 2
82 82 1
40 40 1
20 20 1
72 72 1
29 29 1
21 26 1
23 23 1
13 14 2
3 3 1
88 89 1
6 6 1
44 69 1
86 86 1
65 65 1
61 61 1
30 30 1
12 12 1
58 58 1
24 24 1
25 25 1
53 53 1
9 9 1
64 64 1
86 87 1
81 82 1
36 36 1
73 73 1
42 43 1
52 52 1
66 67 1
5 5 1
69 69 1
85 85 1
72 72 1
61 61 1
57 57 1
51 51 1
7 7 1
23 23 1
72 72 1
74 74 1
83 83 1
68 68 1
76 76 1
57 57 1
20 20 1
80 80 1
50 51 1
86 89 1
39 39 1
72 77 1
29 29 1
42 42 1
59 59 1
58 58 1
89 89 1
75 77 1
72 73 1
13 13 1
80 80 2
87 87 1
30 31 1
34 34 1
17 17 1
32 35 1
77 77 1
90 90 1
84 84 1
85 89 1
88 88 1
75 76 1
68 68 1
5 5 1
32 32 1
26 26 1
60 60 1
16 17 1
79 79 1
46 46 1
26 26 1
11 11 1
69 69 1
69 71 1
11 11 1
87 87 1
7 7 1
6 6 1
11 11 1
36 36 2
21 55 1
70 70 1
64 64 1
85 85 1
27 27 1
20 20 1
35 35 1
5 5 1
76 76 1
5 7 1
26 26 1
30 30 1
45 45 1
70 70 1
26 30 1
11 11 1
23 23 1
36 36 1
42 42 1
60 61 1
30 30 1
15 17 1
24 25 1
34 34 1
13 14 1
4 4 1
89 89 1
7 7 1
24 24 1
67 67 1
75 75 1
79 79 1
74 76 1
43 43 1
82 82 1
20 51 1
12 12 1
13 56 1
16 16 1
70 70 1
56 56 1
61 61 1
25 25 1
25 25 4
65 65 1
69 69 1
64 64 1
37 37 1
27 27 1
86 86 1
49 49 1
42 43 1
76 77 1
46 46 1
14 14 1
19 19 1
78 78 1
10 10 1
10 10 1
83 84 1
57 57 1
48 49 1
41 72 1
12 12 1
65 65 2
89 89 1
43 44 1
25 33 1
80 80 1
21 21 1
54 54 2
59 71 1
55 56 1
45 45 1
79 79 1
89 89 1
24 24 1
5 77 1
77 77 2
66 66 1
60 60 1
80 80 1
49 49 1
63 64 1
80 80 1
82 83 1
55 55 1
27 27 1
35 35 1
86 86 1
84 84 1
61 61 1
50 50 1
48 48 1
90 90 1
23 23 1
47 47 1
70 70 1
12 12 1
36 36 1
26 26 1
4 4 2
26 26 1
64 64 1
44 88 1
14 23 1
21 21 1
15 15 1
23 23 1
47 47 1
47 47 1
53 53 1
87 88 1
31 31 1
49 49 1
30 31 1
69 69 1
8 8 1
86 86 1
58 58 1
25 35 1
6 14 1
52 52 1
10 10 1
41 41 1
19 19 1
3 3 1
35 35 1
33 33 1
81 81 1
52 52 1
88 88 1
49 49 1
45 45 1
60 61 1
64 64 1
35 35 1
16 16 2
16 16 1
62 62 1
63 64 1
66 66 1
82 82 2
83 83 1
30 31 1
62 62 1
84 84 1
67 67 1
48 49 1
71 71 1
3 3 1
11 11 1
27 27 1
66 66 1
78 78 1
38 39 1
76 76 1
69 71 1
5 5 1
15 15 1
80 80 1
35 36 1
76 88 1
87 87 1
7 7 1
65 65 1
25 32 1
29 29 1
20 22 1
44 44 1
63 63 1
51 51 1
55 55 1
60 60 1
5 5 1
71 71 1
70 70 1
75 75 1
44 44 1
79 79 1
68 68 1
44 44 1
59 71 2
23 23 1
31 31 1
72 72 1
44 44 1
52 52 1
46 46 1
35 35 2
25 33 1
78 78 1
39 39 2
31 31 1
11 11 1
83 83 1
74 74 1
63 63 1
77 77 1
71 71 1
50 50 1
78 79 2
42 42 1
26 26 1
71 87 1
13 56 1
63 66 1
55 56 1
88 88 1
26 26 1
20 21 1
44 44 1
56 56 1
65 65 1
29 29 1
72 72 1
30 30 2
14 14 2
26 26 1
56 56 1
68 68 2
75 75 1
14 14 1
28 28 1
55 55 1
52 52 1
4 4 1
34 34 1
71 71 1
3 23 1
18 18 1
70 70 1
24 24 1
84 84 1
57 57 1
53 53 1
69 69 1
29 29 1
86 86 1
55 57 1
3 4 1
33 33 1
45 45 1
75 75 1
81 81 1
59 59 1
39 39 1
31 31 1
16 16 1
51 51 1
47 49 1
63 63 1
55 60 1
56 56 1
3 3 1
85 85 1
60 60 1
58 58 1
6 6 1
53 53 1
36 36 1
10 10 1
78 78 1
35 35 1
86 86 2
29 29 1
15 15 1
30 33 1
69 71 1
6 8 1
13 13 1
24 24 1
83 83 1
13 13 1
39 39 1
27 27 1
37 37 1
59 59 1
62 62 1
62 63 1
3 4 1
60 60 1
87 87 1
20 20 1
73 73 1
36 66 1
33 33 1
24 24 1
4 4 1
76 77 2
69 69 1
26 26 1
7 7 1
43 43 1
75 75 1
69 70 1
27 27 1
37 37 1
73 73 1
15 15 1
4 4 1
14 14 1
53 53 1
62 62 1
84 84 1
53 53 1
44 44 1
54 54 1
76 76 1
56 75 1
71 71 1
75 75 1
77 77 1
79 79 1
59 66 1
50 50 1
67 67 1
54 54 1
9 9 1
81 81 1
77 77 1
20 20 1
13 13 1
64 64 1
28 28 2
57 58 1
13 13 1
50 50 1
61 61 1
12 12 1
62 62 1
5 6 1
73 74 1
3 3 1
50 50 1
13 19 1
41 41 1
78 78 1
64 64 1
16 16 1
65 65 1
53 53 1
3 3 1
13 14 1
26 26 1
14 14 1
43 43 1
71 71 1
74 74 1
64 64 1
20 20 1
55 70 1
24 24 1
63 63 1
51 51 1
25 25 1
81 82 1
54 54 1
25 25 1
55 55 1
13 13 1
60 65 1
10 10 1
49 49 2
62 63 1
42 43 1
62 62 1
43 43 1
77 78 1
43 43 1
24 24 1
54 54 1
40 40 1
13 13 1
34 34 1
55 55 1
17 17 1
17 17 1
7 7 1
23 23 1
77 77 1
73 73 1
56 56 1
74 74 1
74 74 1
62 62 1
51 51 1
47 71 1
73 73 1
84 84 1
35 35 1
54 54 1
46 46 1
21 21 1
22 25 1
64 64 1
18 18 1
65 66 1
80 83 1
42 42 1
21 21 1
20 20 1
44 44 1
8 8 1
17 17 1
74 74 1
33 33 1
70 70 1
21 21 1
47 47 1
40 40 1
70 70 1
80 88 1
73 73 1
23 23 1
41 41 2
33 33 1
6 6 1
28 28 1
62 62 1
69 71 1
26 26 1
77 78 1
31 31 1
51 51 1
48 48 1
53 53 1
14 14 1
46 46 1
23 23 1
76 76 1
44 44 1
27 32 1
28 28 1
78 79 1
18 18 1
23 23 1
50 51 1
22 22 1
64 64 1
28 29 1
24 24 1
81 81 1
35 35 1
8 8 1
16 16 1
54 54 1
89 89 1
60 60 1
44 44 1
8 9 1
81 81 1
33 33 1
46 46 2
21 21 1
19 20 1
74 74 1
4 4 1
52 52 1
5 5 1
69 69 1
49 49 1
47 47 1
28 28 1
44 44 1
5 75 1
51 51 1
36 36 1
83 83 2
44 44 1
40 40 1
32 34 1
79 79 1
62 62 1
23 23 1
72 72 1
45 45 1
14 14 1
58 58 1
89 89 1
68 72 1
4 4 2
15 16 2
13 49 1
31 31 1
71 71 1
68 68 2
53 53 1
68 68 1
3 3 1
65 66 1
38 74 1
73 73 1
27 27 1
54 55 1
10 10 1
25 35 1
67 67 1
57 57 1
39 39 1
58 58 1
42 42 1
64 64 1
42 68 1
49 49 1
44 44 1
90 90 1
18 18 1
77 77 2
81 81 1
56 56 1
6 6 2
17 39 1
59 59 1
10 16 1
66 66 1
7 7 1
7 7 1
31 31 1
41 41 1
59 59 1
46 70 1
27 27 1
38 38 1
7 7 1
82 84 1
14 14 1
58 58 1
90 90 1
46 46 2
4 4 1
43 43 1
44 44 1
54 55 1
24 24 1
13 13 1
14 14 1
15 20 1
81 81 1
41 41 1
8 8 1
19 19 1
12 12 1
81 81 1
70 70 2
50 50 1
49 49 1
77 77 1
87 88 1
56 56 1
43 43 1
26 26 1
57 57 1
