bin1    bin2    count
139 140 1
127 127 1
37 37 2
166 166 1
151 164 1
44 44 1
127 127 1
75 75 1
86 86 2
127 127 2
104 105 1
38 38 1
49 58 1
18 41 3
66 66 1
75 115 2
136 138 1
59 59 3
77 77 2
123 123 1
119 119 1
147 147 1
20 59 1
42 43 1
62 62 1
109 110 1
131 131 1
164 164 1
138 138 2
82 112 1
91 91 1
53 53 1
134 134 3
15 15 1
43 44 1
67 69 1
161 161 1
158 158 3
49 49 1
38 38 2
133 133 1
58 106 1
94 94 1
16 16 1
71 71 1
49 49 1
36 36 1
73 73 1
65 65 1
42 43 1
6 6 1
153 159 1
140 140 1
109 109 1
140 140 1
163 163 1
115 115 1
156 157 1
134 134 1
82 82 3
142 142 2
104 104 1
91 91 2
110 129 1
87 88 1
65 65 1
152 152 1
138 138 2
68 68 1
125 125 1
101 101 1
92 92 2
136 136 1
71 71 1
164 164 3
86 147 1
123 137 1
55 56 1
124 124 1
136 136 1
139 139 1
15 15 1
159 159 1
23 23 1
56 56 2
162 162 1
140 140 1
56 56 1
91 91 1
14 14 3
33 33 1
76 76 1
92 92 1
90 90 2
84 84 1
130 130 2
88 89 1
99 99 1
66 66 1
149 149 1
147 147 3
69 69 1
159 160 1
57 57 1
38 38 1
123 123 1
159 159 1
133 133 1
50 51 1
107 107 3
155 158 1
43 43 3
130 130 2
79 79 2
40 40 1
116 117 1
132 132 2
102 159 1
137 137 1
42 42 3
160 160 2
151 151 1
123 123 1
147 147 1
114 115 1
62 62 1
142 142 2
12 39 1
70 70 1
160 160 1
123 123 1
129 129 1
133 133 1
143 143 1
106 106 1
57 57 1
154 154 2
46 46 1
113 113 1
144 144 2
106 106 1
142 154 1
39 39 1
88 88 1
116 117 2
131 131 1
15 15 1
62 66 1
85 85 2
17 17 1
13 14 2
134 134 1
118 118 1
35 35 1
125 125 1
7 7 1
140 140 1
137 137 1
140 140 1
125 125 1
45 45 1
162 162 1
98 98 1
87 133 1
92 92 1
98 98 1
63 63 1
123 139 1
154 154 1
155 158 1
146 151 1
151 151 1
110 110 1
37 37 1
85 86 2
100 100 1
154 154 1
148 148 1
70 70 1
23 61 1
22 22 2
49 49 1
5 5 3
18 18 1
43 43 1
58 107 1
102 143 2
41 41 1
38 38 1
34 34 1
99 99 1
83 83 1
164 164 1
36 64 2
83 83 3
56 56 1
94 94 2
151 151 1
136 136 2
10 11 1
139 165 1
21 21 1
142 142 1
58 59 1
86 86 3
152 165 1
114 138 1
14 14 1
91 91 1
13 13 1
113 117 1
72 72 2
83 83 1
95 95 2
101 101 2
86 129 4
98 98 3
