bin1    bin2    count
10 11 1
98 98 1
97 97 1
5 6 1
19 19 1
101 114 1
16 19 1
165 165 1
66 66 1
33 33 1
43 43 1
135 156 2
86 86 2
158 158 5
131 138 1
88 95 1
75 79 1
49 78 1
98 98 1
9 9 1
10 10 1
41 53 2
118 118 2
40 40 1
58 58 1
102 102 1
135 136 2
68 68 1
23 23 1
46 46 1
63 63 1
56 56 2
158 158 1
36 36 1
102 102 1
13 13 1
151 151 2
86 86 1
57 57 1
42 42 1
64 64 2
92 131 1
98 98 1
20 20 2
102 102 1
108 108 1
109 109 1
38 38 1
98 98 1
8 8 1
87 87 1
93 93 1
47 47 1
62 62 1
54 77 1
156 157 1
100 100 1
22 22 1
102 102 2
81 82 1
45 45 1
84 84 1
80 80 1
87 116 1
140 140 1
78 79 1
135 157 1
62 62 1
119 119 1
18 18 1
50 51 1
45 45 1
78 78 1
61 61 1
44 44 1
164 164 1
18 18 1
73 73 1
72 72 1
119 119 1
40 40 1
99 99 1
46 46 2
46 46 1
153 154 1
143 143 1
18 18 1
59 61 1
43 43 1
92 92 1
17 17 1
76 76 1
69 69 1
42 59 1
10 10 1
101 101 1
20 20 1
126 126 1
156 156 1
116 116 1
87 87 1
5 17 1
39 39 2
5 5 1
58 59 1
50 50 1
90 133 1
119 119 1
63 63 1
156 156 2
118 126 1
162 162 1
141 141 1
93 93 1
151 151 1
165 165 1
16 39 1
77 77 1
57 57 1
99 99 1
161 161 2
71 71 1
98 98 1
72 72 1
159 159 1
60 60 1
95 95 1
55 55 1
65 65 1
73 73 2
39 39 1
131 149 1
133 133 1
161 161 1
126 126 1
46 46 1
56 56 1
88 88 1
140 143 1
70 70 1
92 147 1
72 72 1
42 59 1
142 142 1
74 78 1
140 140 1
118 118 1
18 18 1
160 160 1
38 38 1
128 133 1
74 78 1
60 60 1
73 73 1
61 61 1
135 135 1
101 101 1
54 54 1
86 86 1
96 102 1
142 154 1
16 16 1
61 62 1
64 64 1
129 150 1
106 106 1
132 132 1
116 116 1
146 147 1
110 133 1
8 39 1
76 76 1
100 100 1
140 140 1
48 48 1
85 86 1
64 65 1
48 48 2
138 138 2
85 86 1
149 149 1
37 73 1
89 89 1
45 45 1
6 6 1
22 22 2
15 15 1
42 42 2
110 110 1
34 34 1
82 82 1
106 106 1
139 139 1
60 116 1
42 42 1
134 156 1
49 49 1
16 16 1
142 142 1
127 127 1
83 83 1
133 133 1
66 69 1
74 74 1
107 107 1
104 104 1
98 134 1
15 33 1
57 57 3
46 46 1
157 157 1
124 124 1
127 127 1
108 108 1
133 133 1
90 90 1
124 124 1
65 65 1
22 22 3
143 143 1
74 77 1
36 36 1
107 151 1
108 119 1
9 16 1
43 43 1
100 138 1
55 55 2
98 98 1
107 107 1
161 161 1
126 141 1
143 153 1
87 87 1
109 109 1
9 57 2
56 56 1
123 123 2
85 85 1
73 73 1
149 149 1
154 154 2
100 100 1
95 95 1
107 107 1
111 114 1
19 19 2
86 86 1
100 138 1
85 85 1
6 6 1
22 22 1
128 128 1
152 152 1
48 48 1
157 157 1
93 101 1
91 160 2
43 43 1
117 117 1
10 10 1
89 137 1
154 154 1
103 103 1
75 75 1
142 146 1
67 67 2
102 102 1
148 148 1
83 83 1
165 165 2
39 49 1
158 158 1
64 64 2
18 18 1
91 101 1
59 79 1
136 136 1
68 136 1
153 153 2
109 160 1
107 156 1
11 11 1
118 118 1
160 161 1
46 48 1
103 103 1
116 116 1
128 128 1
108 108 1
11 11 1
110 110 1
59 64 1
82 82 1
129 129 3
82 82 1
123 123 2
52 52 1
162 162 1
165 165 2
128 128 1
93 93 1
49 49 1
143 156 1
141 141 1
103 139 1
13 13 1
139 139 1
102 102 1
125 125 1
113 113 1
39 39 1
101 101 1
139 139 1
159 159 2
93 101 1
64 64 2
115 115 1
138 151 1
85 85 1
48 48 1
92 92 1
99 99 1
56 56 2
151 151 1
37 37 1
132 132 1
40 40 1
74 74 1
164 164 1
53 53 2
47 49 1
79 79 1
8 50 1
136 136 1
81 81 1
43 79 2
6 6 1
46 84 1
159 161 1
92 92 1
137 137 1
43 43 1
94 95 1
66 66 1
147 147 1
66 66 1
50 50 2
17 17 1
103 103 2
12 12 1
16 65 1
108 108 3
10 10 1
57 57 1
160 160 1
166 166 1
48 48 1
146 162 1
78 78 1
102 141 1
82 82 2
131 131 1
49 49 3
68 68 1
47 49 1
51 81 1
70 71 1
102 102 1
105 105 1
127 127 1
133 133 1
152 152 2
45 45 1
138 138 1
148 148 1
129 129 1
35 35 1
123 123 1
73 73 1
49 49 1
40 40 1
96 148 2
67 67 2
102 102 1
149 149 1
143 143 1
62 62 1
62 67 1
134 140 1
74 74 1
112 115 1
22 22 1
114 115 2
86 86 1
80 80 1
158 158 1
37 37 1
147 147 1
79 80 1
15 15 1
58 58 1
138 138 1
18 42 1
47 75 1
140 140 2
88 88 1
44 44 1
125 125 1
6 6 1
9 16 1
129 129 1
80 80 1
164 165 1
97 97 1
75 75 1
89 89 1
48 48 1
71 71 1
86 86 1
91 160 1
98 98 2
133 133 1
93 101 2
92 92 1
79 79 1
47 90 2
141 146 1
86 92 1
13 13 1
109 109 1
10 10 1
126 126 1
136 136 2
19 34 1
125 125 1
40 41 2
46 46 1
61 61 1
135 135 1
166 166 1
41 41 1
68 68 2
20 20 1
74 74 1
71 71 1
14 14 1
152 152 1
68 90 1
118 157 1
11 11 1
13 63 1
138 138 1
90 90 1
76 77 1
56 97 1
91 136 1
72 72 1
165 165 1
99 99 1
6 21 1
61 61 1
46 89 1
79 79 1
16 16 2
71 131 1
46 48 1
42 42 1
67 67 1
17 18 1
110 137 1
71 72 1
58 58 1
84 113 1
125 141 1
83 83 1
138 139 1
76 76 1
45 45 1
46 46 1
132 132 1
88 106 1
85 85 1
20 20 1
93 104 2
108 108 1
87 88 1
59 59 1
20 21 1
21 21 1
45 45 1
154 154 1
125 125 1
114 114 1
58 58 1
60 117 1
164 164 1
49 50 2
103 104 1
82 113 1
98 98 1
112 112 1
93 101 1
138 139 1
53 54 1
6 39 1
112 112 2
91 135 1
91 147 1
101 101 1
130 130 1
154 154 1
152 152 1
84 84 1
58 58 1
55 55 1
112 112 1
40 43 1
162 162 1
38 40 1
100 100 1
103 103 1
61 61 1
58 58 1
45 45 1
110 110 1
78 78 1
38 38 1
41 54 1
77 77 3
165 165 1
132 132 1
149 154 2
40 40 1
94 115 1
7 7 1
6 6 1
105 147 1
96 132 1
136 136 1
10 11 1
101 101 1
68 72 1
59 59 2
109 109 2
126 127 1
93 93 1
44 44 1
161 161 2
151 151 1
163 163 1
6 6 1
158 158 1
54 54 1
163 163 1
14 14 1
19 19 1
84 84 1
101 101 2
40 40 1
48 48 1
163 164 1
118 118 1
117 117 3
7 7 1
56 73 1
49 49 1
60 60 1
5 19 1
124 124 1
44 44 1
89 137 1
133 139 1
93 104 1
17 18 1
36 36 1
48 105 1
130 130 2
67 67 1
74 74 1
128 128 1
112 112 2
90 132 2
35 35 1
116 134 1
38 40 1
115 116 1
139 139 1
84 84 1
44 44 1
154 154 1
23 23 1
131 131 2
8 9 1
112 155 1
82 82 1
112 113 1
79 79 1
125 125 1
134 134 1
57 57 1
157 157 1
157 157 1
102 102 1
56 56 1
19 19 1
35 35 2
136 136 1
14 14 1
123 124 1
89 137 1
86 86 1
157 157 2
7 7 1
161 161 1
19 42 1
156 156 1
90 90 1
104 105 1
114 114 1
107 107 1
118 118 1
76 77 1
103 104 1
154 154 1
114 153 1
129 142 2
97 97 1
60 60 1
48 48 1
162 162 1
96 96 1
161 163 1
60 60 1
14 14 1
160 160 1
78 78 1
22 22 1
14 66 1
108 151 1
131 131 1
12 12 1
55 132 1
75 75 1
45 45 1
40 40 1
80 80 1
125 125 1
85 85 1
17 17 1
88 88 1
152 152 1
124 124 1
89 89 1
154 154 1
56 56 1
14 65 1
64 65 1
101 101 1
89 97 2
88 88 1
47 47 1
61 63 1
107 107 1
18 18 1
105 105 1
56 57 1
94 94 1
119 119 1
65 65 1
123 124 1
82 82 1
17 17 2
89 100 1
118 140 1
130 131 1
126 159 1
39 39 1
50 50 2
127 127 1
133 133 1
121 121 1
103 103 1
58 58 1
9 9 1
48 48 1
119 119 2
133 133 1
74 75 1
112 112 1
87 88 1
129 129 1
84 85 1
64 64 1
158 158 1
71 71 1
74 74 1
55 56 1
35 77 1
124 124 1
133 133 1
124 124 1
65 65 2
19 19 2
34 34 1
146 146 1
141 141 1
165 165 1
162 162 1
92 92 2
37 37 1
160 160 1
158 158 1
130 130 1
64 64 2
36 37 1
82 84 2
153 153 1
99 100 1
117 117 1
100 108 2
126 126 1
99 99 1
22 22 1
87 117 2
113 113 1
22 22 1
70 70 1
54 54 1
96 96 1
17 17 1
118 118 1
151 155 1
125 125 1
125 159 1
92 92 1
104 104 1
130 130 1
67 67 1
161 161 1
79 81 1
20 20 1
6 9 1
41 63 1
96 114 1
56 82 1
141 141 1
34 34 1
124 141 1
123 127 1
102 108 1
149 149 1
70 71 1
82 88 1
163 163 1
85 85 1
97 97 1
110 110 1
12 13 1
13 65 1
81 94 1
68 68 1
153 154 1
98 98 1
149 158 1
16 16 1
132 132 1
132 132 1
105 105 1
95 96 1
127 127 1
13 13 1
124 125 1
66 67 2
77 77 1
131 131 2
110 138 1
20 20 1
55 55 1
66 66 1
44 44 1
66 66 1
130 142 1
20 20 1
47 47 1
131 131 1
94 115 1
74 74 1
85 85 1
130 130 1
48 48 1
47 56 1
5 5 1
5 41 1
160 160 1
49 49 1
112 112 1
57 57 1
43 43 1
66 67 1
42 42 1
143 143 2
97 97 1
41 41 1
65 65 1
159 159 1
67 67 3
75 75 1
103 103 1
57 57 1
104 104 1
34 60 2
165 165 1
99 99 1
92 131 1
11 11 1
58 72 1
132 132 1
102 103 1
101 101 1
70 70 1
148 148 1
130 130 1
118 118 1
102 102 1
136 136 1
9 9 1
39 39 1
117 117 1
20 20 1
48 48 1
44 44 1
140 140 1
67 71 1
19 19 2
42 42 1
149 149 1
37 37 1
101 101 1
114 114 1
6 6 1
163 163 1
150 150 2
39 39 1
94 108 1
83 83 1
128 128 1
75 87 1
64 64 1
64 64 1
76 76 1
22 23 1
102 102 1
149 149 1
