bin1    bin2    count
79 80 1
78 79 1
54 54 1
86 86 2
82 83 1
32 32 1
41 42 2
94 94 1
3 3 1
58 59 1
46 46 1
27 27 1
32 32 1
49 49 1
104 104 1
90 91 1
69 79 1
68 68 1
78 79 1
6 6 1
8 8 1
70 86 1
65 65 1
103 104 1
36 36 2
54 54 1
65 65 1
65 65 1
44 44 1
34 34 1
107 107 2
50 50 1
32 32 1
57 58 1
26 26 1
109 109 1
14 14 1
97 97 1
110 110 1
44 44 1
107 108 1
69 69 1
62 62 1
48 48 1
61 61 1
86 86 1
38 39 1
46 46 2
46 46 1
63 63 1
82 83 1
52 52 1
58 58 1
70 70 1
79 79 1
101 101 2
99 99 1
15 15 1
15 15 1
51 51 1
100 100 1
35 46 2
31 31 1
82 82 1
58 58 1
90 90 1
76 76 1
95 96 1
101 101 1
91 92 1
99 99 1
9 9 1
70 74 1
33 33 1
59 59 1
54 54 1
77 77 1
119 121 1
119 119 1
27 27 1
29 29 2
101 101 1
58 99 1
81 81 1
54 54 1
79 79 1
115 115 1
114 114 1
6 6 2
89 89 1
58 59 1
119 120 2
63 63 1
110 110 1
70 70 1
16 16 1
28 28 1
61 61 1
64 64 1
73 73 1
77 77 1
10 10 1
79 79 1
94 94 1
16 16 1
110 110 1
94 94 1
41 42 1
15 15 1
44 44 1
83 83 1
34 34 2
30 30 1
57 57 1
104 104 1
79 79 1
62 62 2
42 42 1
16 17 1
68 68 1
12 12 1
38 38 1
101 101 1
57 57 1
8 8 1
86 87 2
102 102 1
74 74 1
47 47 1
90 90 1
74 75 1
64 64 1
108 108 1
102 102 2
87 87 1
50 50 1
38 47 1
76 76 1
111 111 2
26 26 1
100 100 1
105 105 1
63 63 1
72 72 1
53 53 1
80 80 1
12 12 1
71 71 1
13 13 1
28 30 1
53 53 1
110 110 1
66 66 1
111 111 1
85 87 1
40 40 1
59 59 1
108 109 1
25 25 1
108 108 1
94 94 1
48 49 2
94 94 1
8 8 1
72 72 1
83 83 1
90 90 1
66 66 1
83 83 1
106 106 1
4 5 1
31 31 1
80 80 1
87 87 1
91 91 1
67 71 1
30 30 1
79 79 1
100 101 1
73 73 2
7 7 1
70 70 1
101 103 1
78 78 1
43 78 1
118 118 1
43 43 1
106 106 1
66 66 1
13 13 1
95 95 1
16 16 1
64 64 1
91 92 1
11 11 1
74 74 1
53 53 1
51 51 1
109 109 1
82 82 1
38 38 1
17 17 1
25 25 1
17 17 1
91 91 1
100 100 1
32 32 1
7 7 1
4 4 1
109 109 1
83 83 1
63 63 1
79 79 1
14 14 1
111 111 1
97 98 1
57 66 1
97 97 1
93 93 1
38 39 1
8 8 1
45 45 2
13 13 1
61 61 1
41 41 1
70 70 1
65 66 1
51 51 1
28 28 1
14 14 1
55 55 1
11 11 1
9 10 1
7 7 1
76 76 1
17 17 1
86 86 1
39 39 1
7 8 1
41 42 1
81 81 1
48 48 1
47 48 1
104 104 2
50 60 1
71 71 1
90 91 1
46 46 1
55 55 1
76 76 2
81 81 1
12 12 2
85 85 1
27 27 1
5 5 1
103 104 1
113 113 1
38 38 1
35 35 1
55 55 1
92 92 1
15 15 1
109 113 1
33 33 1
111 112 2
47 47 2
118 118 1
9 41 1
65 65 1
65 65 1
47 47 1
44 44 1
39 44 1
55 55 1
106 106 1
94 94 1
91 91 1
98 98 1
101 106 1
39 39 1
