bin1    bin2    count
14 14 1
89 94 1
79 86 1
152 152 1
96 96 1
124 124 1
131 131 1
56 56 1
13 13 1
62 62 1
11 11 2
86 89 2
61 61 1
55 55 1
60 63 1
49 49 1
93 93 1
7 7 1
40 43 1
11 11 3
59 59 1
50 50 1
7 7 2
20 20 1
100 100 1
98 98 1
112 112 1
40 40 1
49 54 1
22 22 1
118 138 1
20 46 1
152 152 1
13 14 1
131 131 1
126 126 2
135 135 1
20 47 1
87 87 1
138 138 1
65 66 1
80 80 1
143 143 1
70 70 1
134 134 1
98 98 1
125 125 1
93 93 1
41 41 1
71 71 1
47 47 1
22 22 1
45 45 1
126 126 1
45 45 1
57 57 1
42 42 2
50 50 1
118 138 1
7 7 1
57 57 1
14 92 1
90 90 1
47 47 1
127 129 1
142 142 1
164 164 1
80 80 1
42 42 1
23 23 2
60 60 1
45 45 1
62 65 1
59 59 1
55 55 1
127 127 1
81 81 2
91 94 2
98 98 1
16 17 1
78 78 1
95 95 1
136 136 1
98 98 1
10 10 1
155 155 2
109 109 2
130 130 1
133 133 1
103 103 1
34 34 1
76 109 1
46 98 1
45 45 1
132 132 1
14 14 1
114 132 1
160 160 2
80 80 1
140 141 1
15 54 1
59 59 1
22 22 1
61 128 1
16 16 1
136 136 1
72 126 2
17 17 2
96 155 1
22 22 1
149 149 1
161 162 1
99 100 1
163 163 1
49 72 1
115 115 1
99 99 1
133 133 1
96 96 1
43 43 2
100 100 1
115 115 1
65 65 1
158 158 1
96 158 1
152 152 1
108 111 2
40 42 1
22 22 1
82 83 2
56 56 1
59 59 1
5 5 1
147 148 1
22 93 1
152 152 1
7 7 1
64 64 1
22 22 2
146 146 1
45 45 1
50 95 1
93 93 2
76 111 2
50 50 1
110 110 1
157 157 2
158 158 1
109 109 1
115 115 2
55 56 1
87 89 1
74 91 1
55 56 1
22 51 1
89 95 1
59 59 1
104 104 1
125 125 1
160 160 2
71 71 1
74 75 1
82 151 1
114 114 1
115 115 1
153 153 1
72 72 1
59 59 2
135 135 1
63 63 1
99 99 1
10 10 1
59 59 1
155 155 1
113 113 1
40 40 1
85 85 1
131 131 1
158 159 1
7 7 1
53 53 1
39 39 1
98 98 1
110 110 1
163 163 1
76 102 2
60 60 1
43 43 1
148 148 1
126 127 1
135 136 1
137 137 1
70 71 1
80 139 2
60 63 1
9 39 1
12 12 1
83 141 1
98 98 1
40 40 1
91 91 1
43 43 1
50 50 1
14 48 2
64 64 1
149 149 1
161 162 1
147 147 1
99 100 1
116 116 1
7 7 2
21 21 1
94 94 2
109 109 1
59 59 3
155 155 1
119 119 1
166 166 1
79 123 1
77 77 1
137 137 1
147 148 2
36 36 1
113 113 1
59 59 1
45 45 1
43 43 2
36 36 1
49 49 1
48 92 1
75 88 1
22 22 1
99 99 1
116 116 1
15 58 1
