bin1    bin2    count
16 17 1
44 44 1
40 40 1
74 74 1
38 38 1
50 50 1
15 15 1
112 112 1
76 76 1
18 18 1
50 51 1
82 82 2
146 146 1
120 120 2
120 120 1
99 99 1
71 71 1
29 29 1
92 92 1
5 5 1
92 93 1
71 71 1
60 60 1
3 3 1
127 127 1
24 24 1
29 29 1
83 83 1
43 52 1
144 144 1
23 53 1
83 84 2
16 16 1
97 97 1
77 77 1
69 70 1
125 126 1
130 130 1
8 8 1
100 100 1
134 134 2
31 31 1
146 147 1
25 41 1
97 142 1
118 118 1
31 31 1
75 75 1
69 70 1
4 4 1
24 24 1
5 6 1
112 112 1
147 147 1
62 64 1
36 36 3
28 28 1
111 111 1
46 46 1
43 43 1
24 28 1
118 119 1
3 3 2
34 34 1
62 62 1
140 140 1
39 70 1
140 140 1
126 126 1
104 105 1
91 91 1
76 76 2
52 52 2
47 47 1
111 111 3
29 29 2
61 61 1
36 37 1
43 46 1
102 102 1
73 73 1
32 32 1
108 108 2
129 129 1
132 132 1
66 66 1
86 86 1
57 57 1
44 44 1
78 78 1
88 88 1
105 105 1
145 148 1
52 53 1
37 37 1
39 39 2
139 139 1
16 16 1
33 33 1
50 51 1
90 90 1
21 22 1
119 119 1
51 52 3
13 14 1
123 123 1
22 22 1
52 52 1
124 124 1
136 137 2
29 29 1
77 77 1
113 113 1
93 93 1
30 30 1
140 141 1
149 149 2
39 39 1
143 143 1
148 148 1
25 25 1
131 131 1
83 83 1
67 67 1
66 66 3
18 18 1
30 30 1
116 120 2
125 125 1
116 129 1
124 134 2
133 133 1
54 55 1
129 129 1
139 139 1
147 147 1
72 72 1
149 149 2
21 21 1
21 41 1
96 96 1
116 116 1
29 52 1
116 121 1
119 120 1
10 42 2
120 120 2
82 83 1
8 8 1
120 120 1
82 82 1
95 95 1
89 89 1
53 53 1
28 28 1
22 22 1
129 129 1
29 29 2
61 61 1
60 60 1
37 37 1
28 29 2
44 45 1
24 24 1
98 98 1
98 98 1
90 90 1
34 34 1
85 85 1
135 135 1
22 22 1
115 115 1
16 16 1
87 87 1
133 138 2
103 104 1
39 39 1
116 116 1
50 50 1
148 148 1
149 149 1
27 28 1
115 115 1
47 47 1
124 124 1
138 138 2
101 101 1
16 62 1
16 16 1
74 74 1
141 141 1
72 79 1
9 12 1
131 131 1
86 86 1
78 79 1
64 64 1
104 104 1
87 87 1
6 7 2
26 27 1
121 122 1
27 27 1
22 22 1
72 72 1
124 124 1
133 134 1
131 132 1
75 75 1
40 40 1
77 77 1
71 71 1
32 32 1
46 79 1
29 29 3
65 65 1
113 113 1
39 39 2
56 56 1
64 65 1
59 59 1
114 114 1
93 140 1
44 44 1
124 124 1
35 35 1
30 30 1
24 24 1
86 86 1
100 134 1
34 34 1
24 24 1
