19	61	1.0
20	20	1.0
20	21	1.0
20	98	1.0
21	21	2.0
21	22	2.0
21	40	1.0
22	22	2.0
22	23	1.0
23	23	4.0
23	24	1.0
24	24	5.0
24	97	1.0
25	25	1.0
25	27	1.0
25	53	1.0
25	88	1.0
26	26	3.0
26	27	1.0
26	97	1.0
27	27	3.0
27	28	4.0
27	57	1.0
28	28	2.0
29	29	2.0
29	30	1.0
29	40	1.0
29	41	1.0
30	30	3.0
30	32	1.0
30	34	1.0
30	49	1.0
30	79	1.0
31	31	4.0
31	32	1.0
31	34	1.0
31	35	1.0
31	103	1.0
32	32	5.0
32	81	1.0
32	87	1.0
33	33	3.0
33	34	1.0
33	47	1.0
33	55	1.0
33	100	1.0
34	34	4.0
34	37	1.0
34	40	1.0
34	42	1.0
34	50	1.0
34	89	1.0
34	92	1.0
35	35	8.0
35	68	1.0
35	81	1.0
36	36	3.0
36	37	2.0
36	56	1.0
36	101	1.0
37	37	4.0
37	38	1.0
37	48	1.0
37	86	1.0
37	87	1.0
38	38	2.0
38	39	1.0
38	41	1.0
38	44	1.0
38	45	1.0
38	79	1.0
38	84	1.0
39	39	4.0
39	40	1.0
39	46	3.0
39	51	1.0
39	56	1.0
39	57	1.0
40	40	3.0
40	41	2.0
40	60	1.0
41	41	1.0
42	42	4.0
42	43	1.0
43	43	2.0
43	44	1.0
43	47	1.0
43	67	1.0
44	44	3.0
45	45	2.0
45	75	1.0
45	90	1.0
45	96	1.0
45	105	1.0
46	46	4.0
46	62	1.0
46	90	1.0
47	47	1.0
47	54	2.0
48	48	3.0
48	63	1.0
48	87	1.0
48	97	1.0
49	49	1.0
49	51	1.0
50	50	5.0
50	59	1.0
50	60	1.0
50	81	1.0
51	51	1.0
51	52	1.0
51	85	1.0
52	52	1.0
52	53	1.0
52	59	1.0
53	53	2.0
53	54	1.0
53	60	1.0
53	63	1.0
53	89	1.0
53	104	1.0
54	54	1.0
54	55	1.0
54	84	1.0
55	55	3.0
55	56	2.0
55	62	1.0
55	77	1.0
56	56	5.0
56	57	1.0
56	59	1.0
56	67	1.0
57	57	3.0
57	58	1.0
57	78	1.0
58	58	2.0
59	59	3.0
59	61	2.0
59	73	1.0
59	78	1.0
59	96	1.0
60	60	3.0
60	62	1.0
60	73	1.0
60	77	1.0
60	97	2.0
60	98	1.0
61	61	2.0
61	62	1.0
61	67	1.0
61	70	1.0
61	77	1.0
61	98	1.0
62	62	3.0
62	63	2.0
62	64	1.0
62	70	1.0
62	75	1.0
62	97	1.0
63	63	1.0
63	64	1.0
63	79	1.0
64	64	6.0
65	65	7.0
65	66	2.0
66	66	1.0
66	67	1.0
66	94	1.0
67	67	5.0
67	69	1.0
67	71	1.0
68	68	7.0
68	69	1.0
68	78	2.0
69	69	5.0
69	70	3.0
69	72	1.0
69	95	1.0
70	70	6.0
70	71	1.0
70	74	1.0
71	71	3.0
71	72	1.0
71	81	1.0
71	99	1.0
71	100	1.0
72	72	2.0
72	99	1.0
73	73	4.0
73	74	2.0
73	75	1.0
74	74	2.0
74	75	1.0
75	75	5.0
76	76	6.0
77	77	4.0
77	78	1.0
77	89	1.0
77	97	1.0
78	78	1.0
78	79	2.0
78	81	1.0
79	79	3.0
79	82	1.0
79	86	1.0
80	80	1.0
80	81	1.0
81	81	4.0
81	93	1.0
82	82	3.0
82	83	2.0
83	83	1.0
83	85	1.0
83	89	1.0
83	99	1.0
84	85	1.0
85	85	3.0
85	99	1.0
86	86	3.0
86	88	1.0
87	87	1.0
88	88	4.0
88	97	1.0
89	89	10.0
89	90	2.0
90	90	1.0
90	94	1.0
91	91	5.0
91	94	1.0
92	92	5.0
92	93	1.0
93	93	2.0
93	94	2.0
94	94	4.0
94	95	1.0
95	95	6.0
95	96	1.0
96	96	7.0
96	100	1.0
97	97	3.0
97	98	2.0
98	98	4.0
99	99	6.0
100	100	2.0
101	101	1.0
101	102	2.0
102	102	2.0
102	103	2.0
103	103	8.0
104	104	5.0
105	105	5.0
106	106	1.0
