bin1    bin2    count
111 113 1
15 15 1
70 71 2
141 141 2
60 60 1
140 140 2
137 137 1
43 43 1
88 88 1
101 110 2
65 65 1
130 166 2
112 134 1
114 114 2
15 16 1
103 103 2
64 67 2
89 134 1
17 17 1
10 10 3
17 17 1
84 84 1
13 13 2
5 5 2
100 100 3
19 19 1
20 20 1
40 72 2
22 75 1
139 139 2
114 114 1
81 81 1
96 96 1
82 82 2
97 97 1
98 98 1
125 125 1
151 151 1
148 148 1
81 81 2
130 160 1
105 153 1
7 7 2
114 115 1
66 66 1
37 42 3
36 38 1
127 127 1
49 49 1
13 13 1
118 118 2
65 67 1
84 84 2
56 56 1
163 163 1
72 72 1
48 48 1
108 108 2
74 74 1
103 136 1
45 119 1
62 66 1
163 163 1
148 148 2
83 96 2
140 140 1
133 135 1
74 74 1
104 152 2
59 59 1
53 90 1
85 85 1
93 93 2
154 154 1
99 99 1
34 34 2
9 9 1
108 109 1
132 134 1
139 166 2
78 78 2
115 115 1
164 164 1
158 161 1
101 101 2
10 11 1
22 97 1
74 74 1
159 159 1
129 130 2
127 128 1
11 11 1
40 58 1
118 118 1
83 83 1
103 103 1
84 119 1
132 134 1
148 148 1
143 143 2
77 99 1
45 45 1
157 157 1
146 150 1
112 112 1
148 148 2
132 133 1
127 129 1
108 155 2
64 64 1
7 39 2
80 80 1
64 64 1
90 90 2
114 114 1
117 117 1
70 71 1
21 21 1
116 116 1
71 71 1
160 160 1
83 83 1
91 132 1
69 69 1
152 152 1
125 125 2
85 85 3
42 48 1
38 38 1
20 69 2
134 134 2
101 101 1
88 88 1
89 90 2
99 99 1
85 139 4
106 152 1
124 124 1
42 56 1
116 116 2
9 9 2
96 98 1
17 19 2
23 23 1
105 105 1
91 91 1
106 106 1
74 74 1
77 77 1
77 77 2
107 107 1
56 57 1
146 146 1
57 58 1
38 38 2
81 81 2
164 164 1
125 125 1
38 38 1
64 80 1
86 86 2
93 93 2
97 97 2
136 137 1
58 58 1
16 16 2
55 55 2
129 129 2
90 90 1
109 116 1
77 119 3
15 19 3
66 71 2
138 138 1
126 126 1
81 81 1
123 123 1
49 136 2
93 150 2
82 84 1
81 106 1
56 56 1
34 34 1
114 114 1
