bin1    bin2    count
129 133 2
56 56 1
49 81 1
128 132 1
84 117 1
83 83 1
139 139 1
131 163 1
8 81 1
114 114 1
61 65 1
147 148 3
101 101 1
103 103 1
15 16 1
14 14 1
94 96 2
84 84 1
163 163 1
154 154 1
44 44 1
96 96 2
150 150 1
19 63 1
78 78 2
155 155 1
128 128 1
130 130 1
62 62 1
10 79 1
102 102 1
60 65 1
127 127 1
82 82 1
58 58 1
33 33 1
160 160 1
163 164 1
19 19 1
105 108 1
10 10 1
150 150 1
74 74 1
71 71 1
91 118 1
10 10 1
63 64 1
125 125 1
132 132 1
164 164 2
83 90 1
23 23 1
45 57 1
140 140 1
163 163 1
72 72 1
158 158 1
162 162 1
130 130 1
43 43 1
16 16 1
129 129 1
160 160 1
111 111 1
162 162 1
45 45 1
119 119 1
152 152 1
68 68 1
70 70 2
21 21 1
97 97 1
154 154 2
163 163 2
46 62 1
82 82 1
106 106 1
141 141 2
44 44 1
103 103 1
70 103 1
143 143 1
74 74 1
23 63 2
59 59 1
163 163 1
60 65 1
45 45 1
127 129 1
135 135 1
22 22 1
14 16 1
147 147 1
75 75 1
166 166 1
16 16 1
128 129 1
142 142 3
138 138 1
155 158 1
126 157 2
102 102 3
33 33 1
111 111 1
70 70 1
129 129 1
113 113 2
88 91 1
76 76 1
86 87 2
164 164 1
72 96 1
131 163 1
127 127 1
141 141 1
78 79 1
111 111 1
106 121 1
157 159 1
135 135 1
56 56 1
35 38 1
83 83 1
71 71 1
134 134 1
11 12 1
56 56 1
49 49 1
55 93 1
97 97 2
12 13 1
165 165 1
139 139 1
92 92 1
53 53 1
126 126 1
38 39 1
11 11 1
38 39 1
156 157 1
54 57 1
91 118 1
34 37 1
92 92 1
111 162 1
67 67 1
45 92 1
131 131 2
22 22 1
41 77 1
87 87 1
102 102 1
36 39 3
70 70 3
116 116 1
132 132 1
115 115 2
124 125 1
49 49 1
142 142 1
99 99 1
117 117 1
93 96 1
7 11 2
130 130 1
40 40 1
162 162 1
95 95 3
106 106 1
76 76 3
41 42 1
10 10 1
85 85 2
18 18 1
107 114 1
47 47 1
83 83 2
110 110 1
67 79 2
40 40 1
59 59 1
113 134 1
101 101 1
127 127 2
128 129 1
128 132 2
97 97 1
134 134 1
102 102 1
54 54 1
93 94 1
118 118 1
90 90 1
85 97 2
135 135 2
23 23 1
50 50 1
54 54 1
150 150 1
23 23 1
137 137 1
139 139 1
113 113 1
35 35 1
5 5 1
10 11 1
11 11 2
103 103 1
159 159 2
153 153 2
18 18 1
94 104 3
158 159 1
98 98 1
135 135 1
62 62 1
105 105 2
86 86 2
47 47 1
150 150 1
142 142 1
150 150 1
112 112 1
9 9 1
105 105 1
130 131 1
159 159 1
129 132 1
73 73 1
42 42 1
106 106 2
60 61 1
116 117 1
106 106 1
73 75 2
17 17 1
43 43 1
8 8 1
13 15 1
34 35 1
66 66 1
124 125 1
67 68 1
83 83 2
43 43 1
80 80 1
160 160 1
41 77 1
134 163 2
164 164 1
16 46 1
104 114 2
115 115 1
158 158 1
10 10 1
15 15 1
104 104 1
130 130 1
111 111 1
70 70 1
162 162 1
113 164 1
107 110 2
113 139 1
62 62 1
155 155 3
65 66 1
53 67 1
90 90 2
112 112 2
65 65 1
157 157 1
81 81 1
146 146 1
71 71 2
76 76 3
97 97 1
123 123 1
70 70 2
128 129 2
33 33 1
81 81 1
163 163 1
50 54 1
137 137 1
73 73 1
97 97 1
136 136 1
127 127 1
57 57 1
124 125 1
97 97 2
11 11 1
91 91 1
109 156 1
37 37 1
113 162 1
9 9 1
98 98 2
52 75 1
138 138 1
94 94 1
128 133 1
55 94 1
136 137 1
112 162 1
160 160 1
70 70 1
12 12 1
132 132 1
92 92 2
137 159 1
99 99 3
101 101 2
135 135 1
84 117 1
137 137 1
74 74 1
112 162 1
36 37 1
125 128 2
153 153 2
125 127 1
39 39 1
134 134 1
89 89 2
130 130 1
151 152 1
118 118 1
89 89 1
148 148 1
93 93 1
11 11 1
141 141 1
34 34 1
166 166 1
92 92 2
86 86 1
86 86 1
71 71 1
130 130 1
107 108 2
111 162 1
10 10 1
70 70 1
9 39 1
43 43 1
78 81 1
158 158 1
100 100 1
102 102 1
90 92 1
23 63 1
67 79 1
55 65 2
101 103 1
150 151 2
163 163 4
93 93 1
135 135 1
113 113 1
14 18 4
17 46 2
116 117 2
46 46 1
92 92 1
155 155 1
12 12 1
79 79 1
56 61 2
76 76 1
7 11 1
97 98 1
94 94 1
36 36 1
153 153 1
97 97 1
60 60 1
49 49 1
10 10 1
156 156 1
105 151 1
103 103 1
57 58 1
124 156 1
93 93 1
129 129 1
67 79 1
135 135 1
140 140 1
98 98 1
141 164 1
158 158 1
93 93 1
43 43 1
50 50 2
113 113 1
129 129 1
8 21 1
140 140 1
39 40 1
11 11 1
130 131 1
132 132 2
93 93 1
42 77 1
81 82 1
161 161 1
163 163 1
38 38 1
9 9 1
128 128 1
153 153 1
147 147 2
124 165 1
109 109 1
105 105 1
60 60 1
10 10 1
153 153 1
115 115 1
90 90 1
128 141 2
6 8 1
44 44 1
36 36 1
159 159 1
134 134 2
140 140 1
109 110 1
50 50 2
93 93 2
147 151 1
115 115 1
125 125 1
43 43 1
125 125 1
61 62 2
135 135 1
53 79 1
99 99 1
39 39 1
82 82 1
137 137 1
44 44 1
156 156 1
103 103 1
43 65 1
157 157 1
15 56 2
95 95 2
111 139 1
160 160 1
141 143 1
141 141 2
128 140 1
97 98 1
41 77 1
46 48 1
86 86 1
46 47 1
49 50 2
133 133 1
75 75 1
91 91 1
63 63 1
132 132 1
12 12 1
86 86 1
10 10 1
112 113 1
98 98 1
144 144 1
133 133 1
100 100 1
79 80 1
65 65 1
129 129 2
128 128 1
13 13 1
130 132 2
140 141 1
83 83 1
98 98 1
102 102 1
99 99 1
57 68 2
60 60 2
129 129 1
97 97 2
91 91 1
140 140 1
58 58 2
152 152 1
93 95 1
129 143 2
124 156 2
20 20 1
151 152 1
165 165 1
48 48 2
