bin1    bin2    count
51 51 1
81 81 1
88 113 1
148 148 1
134 134 2
20 21 1
98 98 1
83 83 1
124 126 1
134 134 1
109 109 1
90 98 1
110 117 1
85 85 1
107 107 1
18 18 1
127 127 1
46 50 2
40 40 1
39 39 1
32 32 1
74 74 1
81 81 1
86 86 1
38 38 1
91 91 1
70 70 1
29 29 1
29 29 1
44 44 1
28 28 1
110 110 1
125 126 1
116 116 1
66 66 1
85 85 1
118 118 1
5 5 1
33 33 1
57 81 2
6 7 1
106 106 1
52 52 1
60 70 1
110 110 1
8 8 1
147 148 1
104 147 2
122 122 1
147 147 1
64 64 1
125 125 1
115 115 1
36 36 2
44 44 1
74 74 1
4 29 1
51 51 1
115 115 1
38 38 1
54 54 1
102 143 1
142 142 1
54 54 1
97 97 1
126 126 1
92 94 1
40 40 1
12 12 1
93 93 1
24 24 1
29 29 1
86 88 1
120 120 1
92 92 1
30 30 2
42 42 1
65 65 1
42 42 1
9 9 1
42 42 1
143 143 1
30 31 2
5 5 1
103 104 1
35 35 1
119 119 1
30 30 1
37 37 1
97 97 1
146 148 1
117 117 1
93 134 1
35 35 1
145 145 1
102 102 1
71 71 1
77 77 1
115 115 1
12 16 1
106 133 1
55 55 1
146 146 1
110 142 1
93 93 1
39 39 1
92 92 1
27 27 1
119 119 1
108 108 1
112 134 1
104 107 1
116 135 1
47 47 1
113 113 1
28 28 2
10 10 1
148 148 1
99 99 1
53 53 1
99 99 1
105 106 1
97 97 1
37 37 1
44 44 1
54 54 1
52 85 1
84 113 1
119 125 1
83 83 2
113 113 1
134 134 1
57 57 1
102 102 1
144 144 1
115 115 1
52 52 1
86 86 1
11 11 1
82 82 1
126 126 1
111 111 3
37 37 1
113 113 1
31 32 1
67 67 1
124 145 1
15 15 1
30 30 1
57 57 1
120 120 1
86 86 1
44 44 1
109 109 1
64 64 1
95 95 1
134 134 1
119 119 1
83 118 1
126 126 1
37 37 2
75 75 1
31 34 2
51 71 1
78 79 1
19 19 2
79 101 1
13 13 1
107 107 1
12 14 1
140 141 1
97 97 1
84 84 1
53 53 1
77 77 1
137 137 1
10 10 1
82 82 1
7 13 1
35 36 1
55 57 1
66 66 1
59 59 1
39 39 2
48 48 1
9 9 1
66 66 1
118 118 1
97 97 1
74 74 1
34 35 1
56 56 1
14 14 1
132 132 1
15 15 1
106 106 1
82 82 1
52 52 1
133 133 1
136 136 1
49 49 1
65 65 1
35 35 1
20 20 1
15 15 2
56 56 1
60 60 1
67 67 1
96 107 1
86 86 2
38 56 1
21 21 1
134 134 1
86 86 1
62 62 1
124 124 1
54 54 1
62 62 2
42 46 1
40 63 2
92 92 1
82 82 1
107 107 1
23 23 1
80 99 1
16 16 1
109 110 1
10 10 1
4 4 1
6 6 1
72 72 1
99 99 2
89 89 1
101 101 1
3 22 2
53 54 1
98 98 1
63 63 1
129 129 1
36 36 1
51 52 1
93 133 1
36 36 1
114 114 1
41 42 1
5 5 1
128 128 1
50 51 1
83 83 1
52 52 1
122 122 1
37 37 1
109 110 1
29 29 1
103 123 1
133 133 1
90 98 2
83 83 2
100 100 2
112 112 1
112 112 2
56 56 1
71 72 1
124 124 1
27 27 1
101 101 1
39 52 1
10 10 2
27 27 1
31 31 1
111 111 1
90 90 1
35 35 1
55 55 1
77 77 1
128 139 1
143 143 1
80 98 1
32 32 2
97 97 1
34 34 1
121 121 1
93 93 1
50 50 2
134 134 1
43 68 1
139 139 1
21 21 1
36 36 1
98 98 1
93 93 1
85 85 1
77 77 1
4 4 1
32 32 1
38 38 1
45 45 1
72 72 1
29 29 1
124 124 1
106 106 1
86 86 1
87 87 1
14 14 1
40 41 1
92 92 1
62 62 1
83 83 1
41 41 1
119 119 1
46 46 1
137 137 1
67 69 1
6 6 1
3 5 1
16 16 1
122 122 1
72 72 1
101 103 1
106 106 2
33 33 1
124 124 1
125 125 1
86 99 1
45 45 1
133 133 1
13 13 2
30 30 1
51 51 2
125 125 1
42 42 1
120 120 1
54 55 1
37 37 1
12 12 1
146 146 1
62 62 4
140 140 1
24 25 1
53 53 1
8 8 1
124 124 1
91 91 1
120 120 1
29 29 1
85 85 1
55 55 1
5 19 1
100 101 1
107 107 1
4 4 1
138 138 2
11 11 1
131 131 1
117 117 1
102 144 1
38 38 1
17 18 1
61 61 2
19 19 1
136 146 1
82 82 1
76 76 2
85 85 1
55 55 1
144 144 1
119 119 1
115 116 1
101 108 1
125 143 1
77 77 1
53 65 1
30 30 1
17 31 2
95 95 2
7 7 2
36 36 2
11 11 1
84 84 2
84 118 1
39 39 1
45 46 1
6 6 1
60 60 1
17 17 1
114 115 1
145 145 2
120 120 1
91 91 1
37 37 1
51 51 1
129 133 1
147 147 2
91 91 1
51 51 1
93 94 1
37 37 1
49 49 1
98 98 1
56 56 1
