bin1    bin2    count
101 138 1
119 119 1
40 158 1
53 53 1
192 192 1
187 187 1
154 154 1
121 130 1
35 35 1
118 118 1
128 128 1
101 102 1
66 133 1
59 59 1
121 123 1
73 74 1
133 137 1
66 133 1
149 175 1
3 3 1
141 141 1
82 82 1
118 118 1
188 188 1
64 64 1
53 114 1
48 101 1
61 61 1
133 133 1
154 154 1
153 153 1
39 39 1
28 28 1
136 136 1
12 12 1
15 15 1
84 84 1
56 56 1
37 37 1
30 30 1
25 26 1
78 78 2
7 7 1
196 196 2
152 162 1
59 59 1
89 89 1
129 129 1
192 192 1
184 193 1
47 48 2
50 50 1
61 61 1
172 172 2
48 48 1
155 155 1
175 175 1
89 89 2
135 135 1
173 173 1
126 126 1
7 7 1
52 52 1
47 47 1
112 112 1
161 161 1
137 137 1
37 37 1
114 115 1
101 101 1
41 41 1
19 19 2
157 159 1
136 182 1
87 87 1
137 137 1
74 74 1
101 102 1
6 6 1
133 133 1
142 143 1
130 133 2
131 131 1
40 40 1
138 138 1
130 130 1
147 163 1
136 136 1
51 51 1
49 98 1
31 31 1
15 15 1
88 88 1
159 167 1
173 173 1
72 72 1
175 175 1
27 27 2
124 124 1
4 4 1
3 3 1
180 180 1
16 16 1
154 181 1
72 72 1
82 82 1
36 36 1
167 167 1
181 181 1
161 161 1
6 6 1
63 63 1
65 113 1
181 181 1
126 126 1
71 71 1
187 187 1
45 46 1
40 40 1
110 110 1
99 100 1
110 110 1
162 162 1
33 35 1
88 88 1
30 30 1
116 116 1
84 84 1
90 91 1
195 195 1
45 45 1
181 181 1
136 136 1
42 43 1
94 94 1
133 134 1
50 50 1
148 148 1
67 67 1
169 177 1
115 115 1
127 129 1
174 174 1
174 174 1
146 146 2
187 187 1
120 120 1
183 183 1
185 185 1
80 80 1
169 169 1
150 150 1
139 139 1
52 117 1
103 103 1
152 152 1
40 40 1
57 57 1
30 30 1
114 132 1
13 13 1
12 12 1
95 95 1
174 174 1
115 115 1
27 27 1
130 181 1
38 38 2
114 117 1
25 25 1
55 56 1
27 27 1
193 193 1
6 6 1
183 183 1
128 194 1
118 194 1
30 31 1
117 117 1
78 79 1
117 117 1
75 75 1
145 145 1
102 102 1
113 113 1
144 144 1
171 171 1
15 15 1
13 13 1
117 117 1
190 190 1
163 163 1
84 84 1
126 126 2
73 73 1
148 148 2
136 136 2
134 134 1
125 125 1
174 174 1
11 11 1
161 161 1
137 137 1
47 47 1
141 196 1
77 77 1
82 82 1
61 61 1
94 94 2
174 174 1
184 184 2
33 69 1
51 51 1
32 32 1
147 147 1
112 113 1
55 55 1
67 67 1
160 160 1
29 29 1
180 180 1
161 161 1
72 72 1
145 145 1
52 53 1
109 109 1
95 95 1
89 89 1
143 143 2
144 144 1
191 191 1
107 107 1
60 60 1
52 52 1
90 90 1
68 70 1
120 121 1
171 171 1
111 111 2
170 170 1
78 78 1
87 87 1
39 39 1
155 155 1
154 194 1
192 192 1
29 29 1
146 147 1
131 131 1
180 180 1
64 64 1
73 73 1
158 158 1
184 184 1
120 120 1
158 158 2
123 182 1
55 55 1
163 163 1
107 107 1
144 144 1
87 87 1
180 180 1
192 192 1
123 123 1
130 130 1
93 108 1
91 91 1
55 55 1
176 176 1
114 115 1
152 152 1
41 157 1
72 72 1
146 147 1
59 59 1
169 169 1
190 190 1
194 194 1
13 13 1
170 170 1
66 66 2
5 5 2
102 104 1
42 42 1
83 83 1
103 104 1
192 192 1
137 137 1
126 126 1
140 142 1
58 58 1
81 81 2
95 95 1
120 120 1
154 154 1
102 102 1
192 192 1
75 75 1
110 110 2
182 183 1
25 25 1
95 95 1
65 65 1
138 138 1
161 161 1
57 77 1
193 193 1
67 115 1
153 153 2
158 172 1
114 114 1
44 44 1
124 124 1
131 131 1
189 195 1
123 123 2
174 174 1
160 160 1
176 176 1
176 176 1
75 75 1
151 151 1
142 142 1
174 174 1
14 14 2
110 112 1
90 91 1
166 166 1
183 183 1
102 102 1
135 135 1
192 192 1
148 149 1
33 33 1
180 180 2
77 77 1
72 72 1
141 141 1
55 55 1
93 93 2
16 16 2
40 40 1
119 119 1
9 9 1
72 83 1
87 87 1
153 154 1
24 24 1
34 34 1
188 188 1
73 73 1
13 13 1
66 66 1
169 169 2
185 185 1
181 181 1
123 123 1
120 133 1
115 115 1
39 39 1
114 114 1
133 133 1
137 137 2
174 174 1
90 90 2
145 145 1
78 78 1
25 26 1
106 106 1
71 72 1
57 57 1
135 135 1
135 135 1
194 194 1
134 134 1
196 196 1
179 179 2
118 118 1
101 101 1
180 180 1
144 144 1
172 172 1
111 111 1
63 63 2
52 118 1
120 120 1
62 62 1
155 155 1
65 65 1
88 89 1
26 26 1
62 82 1
122 122 1
156 156 1
84 84 1
26 26 1
120 153 1
60 60 1
69 69 2
110 110 1
118 118 1
170 170 1
129 129 1
30 30 2
161 161 1
166 166 1
130 133 1
167 167 1
65 65 1
121 121 1
28 28 2
144 144 1
91 92 1
58 58 1
99 99 1
162 162 1
19 19 1
94 94 1
105 106 1
139 169 1
77 77 1
115 115 1
29 29 1
29 30 1
57 57 1
50 99 1
76 76 1
50 52 2
57 57 1
3 3 1
55 55 1
104 104 1
141 141 1
137 137 1
97 100 1
131 132 1
141 170 1
67 67 1
31 31 2
67 67 1
93 93 1
117 118 1
91 91 1
185 185 1
191 192 1
157 157 1
50 50 1
96 96 1
184 192 2
134 134 1
90 90 1
141 142 1
154 181 1
139 139 1
141 141 1
137 137 1
16 16 1
81 81 2
7 7 1
163 163 2
118 118 1
90 91 2
104 104 2
130 130 1
8 8 1
154 154 2
185 185 1
156 156 1
180 180 2
56 56 1
110 112 1
119 120 1
185 185 1
89 89 1
12 12 1
107 107 1
129 129 1
164 164 1
16 20 1
50 50 1
112 155 1
120 120 1
14 14 1
81 81 1
165 166 1
160 160 1
181 182 1
95 95 1
37 37 2
153 153 1
55 55 1
104 104 1
23 24 2
66 112 1
160 160 1
161 161 1
133 133 1
3 3 2
130 130 1
19 21 1
142 142 1
35 35 1
72 79 1
106 106 1
15 15 1
177 177 1
58 58 1
24 24 1
72 72 1
194 194 1
50 50 1
58 58 1
166 166 1
181 181 1
41 41 1
149 149 1
163 163 1
105 106 1
45 45 1
84 84 1
35 35 1
88 88 1
29 41 2
70 70 1
169 169 2
123 123 1
195 195 1
155 155 1
172 172 1
134 134 1
133 183 1
62 88 1
23 23 1
77 78 1
49 51 1
90 90 1
79 79 1
128 194 1
30 30 1
9 9 1
105 105 1
138 138 2
188 188 1
47 48 1
18 18 1
164 164 1
159 159 1
150 150 1
22 22 1
119 119 1
138 138 1
49 49 1
16 16 1
13 13 1
141 141 1
74 74 1
134 134 1
37 37 1
4 4 1
170 170 1
129 148 1
138 138 1
24 41 1
35 35 1
52 53 2
6 6 1
165 165 1
21 21 1
36 36 1
120 120 2
136 136 1
140 179 1
54 54 1
156 156 1
12 12 1
90 90 1
190 190 1
90 110 1
96 96 1
174 174 1
18 18 1
19 19 1
97 97 1
180 180 1
141 141 1
27 27 1
164 164 1
29 29 1
42 42 1
166 166 3
62 62 1
135 135 1
105 106 2
52 52 1
12 12 1
173 173 1
73 73 1
128 128 1
135 135 1
125 125 1
35 35 1
92 92 2
75 75 1
171 171 1
81 81 1
171 171 1
163 163 1
53 113 1
129 129 1
84 84 1
66 66 1
14 14 2
174 174 1
78 78 1
121 121 1
134 134 2
144 146 1
60 60 2
36 36 1
65 65 1
176 176 1
182 182 1
28 28 1
159 172 1
102 102 1
190 190 1
51 96 2
80 109 1
177 178 1
28 28 1
155 155 1
84 84 1
118 118 1
4 4 2
120 120 1
131 131 1
64 64 1
76 77 2
54 54 1
134 134 1
174 174 1
196 196 1
134 135 1
192 192 2
36 36 1
100 100 1
137 137 1
55 55 1
132 132 1
130 130 1
11 11 1
25 25 1
119 119 1
172 172 1
93 94 1
170 170 1
126 167 1
13 14 1
173 173 1
119 119 1
162 162 1
142 142 1
100 100 1
105 105 1
33 33 1
94 94 1
70 70 1
126 168 1
11 12 1
173 173 1
164 169 1
31 31 1
84 84 1
40 40 1
190 190 1
