bin1    bin2    count
135 135 1
85 85 1
151 152 1
118 166 1
59 59 1
135 135 1
136 136 1
174 174 3
31 31 1
114 114 1
51 51 1
156 156 1
88 88 1
112 112 1
63 63 1
153 153 1
4 4 1
9 12 1
37 37 1
59 59 1
144 145 1
172 172 1
117 117 1
180 180 1
181 181 1
20 20 1
24 24 1
32 32 1
32 32 1
154 154 1
180 180 1
152 152 2
75 75 2
18 18 1
129 129 1
133 133 1
40 43 2
64 64 1
47 47 1
91 91 1
23 23 1
91 91 1
75 92 1
100 100 1
139 139 1
90 90 1
45 45 1
155 156 1
100 100 1
156 156 1
5 5 1
66 67 1
31 31 1
32 32 1
63 64 1
130 130 1
45 46 1
17 17 1
92 92 1
38 38 1
113 117 1
6 6 1
20 20 1
145 179 1
17 17 1
23 23 1
128 163 2
143 143 1
105 105 2
68 68 1
4 4 1
163 165 1
99 99 1
119 119 1
86 86 1
38 68 1
3 3 1
78 78 1
45 45 1
128 128 1
170 170 1
157 157 2
157 157 1
119 119 1
134 135 1
49 49 1
156 156 2
117 117 1
171 171 3
67 84 1
170 170 1
81 83 1
88 88 1
139 139 1
41 42 1
125 126 1
149 149 1
154 154 1
143 163 1
70 70 1
59 59 1
33 33 1
54 54 1
110 110 2
120 130 1
53 53 1
172 172 1
117 117 1
15 15 1
82 82 1
85 85 1
172 172 1
13 13 1
75 75 1
120 120 1
90 90 1
91 91 1
3 3 1
135 135 1
100 100 1
138 138 1
63 63 2
119 119 1
125 125 1
48 49 1
179 179 1
51 181 1
59 59 2
83 83 1
94 105 1
122 122 1
160 163 2
31 31 1
19 19 1
144 144 2
138 138 1
10 35 1
135 135 1
137 159 1
32 32 1
106 107 1
97 99 1
131 131 1
8 8 1
95 95 1
132 132 1
62 62 1
70 71 1
24 38 1
103 172 1
130 130 1
128 164 1
88 88 1
87 87 2
76 116 1
76 76 1
19 19 2
132 132 2
12 12 1
81 81 1
63 63 1
154 154 1
55 107 2
174 178 1
36 36 1
172 172 2
117 162 1
67 67 1
104 104 1
121 121 1
13 14 1
130 130 1
16 16 1
47 49 1
28 28 1
124 124 2
92 92 1
71 71 1
49 49 1
23 23 1
28 28 1
70 74 1
79 79 1
141 141 1
73 73 1
44 44 1
26 26 1
33 33 1
5 5 1
55 57 1
91 91 1
71 71 1
66 67 1
139 139 1
143 143 1
164 164 1
127 127 1
145 147 1
28 29 1
46 46 1
155 155 1
24 24 1
149 149 1
114 114 1
56 57 1
18 18 1
48 49 1
26 26 2
155 155 1
158 158 1
79 79 2
37 37 1
177 177 1
77 77 1
74 74 1
84 84 1
41 48 1
96 96 1
71 71 1
119 119 1
24 24 1
113 115 1
164 164 1
77 77 1
144 144 1
168 168 1
12 12 1
67 67 1
162 162 1
170 170 1
17 17 1
91 91 1
145 145 1
99 99 1
10 10 1
35 35 1
180 180 1
100 100 1
135 135 1
104 104 1
107 107 1
99 117 1
73 74 1
115 115 1
121 121 2
90 90 1
162 163 1
141 141 1
173 173 1
74 74 1
136 136 1
72 72 2
20 20 1
100 100 1
63 63 1
155 155 1
94 94 1
38 38 2
29 29 1
107 108 1
13 13 1
54 54 1
119 119 1
129 129 1
118 118 1
72 72 1
53 53 1
22 22 1
162 162 1
84 84 2
79 97 1
57 74 1
108 110 2
75 75 1
121 127 1
120 120 2
54 74 1
88 88 1
164 164 1
28 28 2
134 134 2
130 130 1
95 95 1
149 149 1
78 78 1
126 126 1
163 169 2
152 152 1
141 141 1
41 102 1
64 64 1
35 60 1
13 13 1
40 78 1
127 127 1
158 168 1
149 149 1
84 84 1
38 38 1
138 159 1
150 150 2
153 155 1
13 13 1
96 96 1
120 130 1
27 27 1
146 146 1
123 123 1
20 20 1
150 150 1
58 62 1
134 134 2
134 140 1
121 121 1
136 136 1
135 136 1
92 92 1
116 116 1
32 32 1
19 21 1
53 56 1
114 114 2
92 92 1
170 170 1
71 71 2
29 29 1
92 92 1
70 74 1
63 63 2
52 52 1
77 102 1
87 87 1
4 4 1
108 108 1
161 162 1
139 139 1
140 140 2
119 119 1
90 90 1
89 89 1
4 4 1
52 54 1
39 58 1
177 177 1
47 48 2
166 167 2
37 73 1
164 164 1
44 44 1
160 160 1
80 80 1
42 43 1
38 69 1
26 26 1
127 133 1
24 24 1
76 76 2
30 30 1
68 68 1
114 115 1
59 59 1
26 26 1
14 14 2
105 106 1
37 37 1
17 17 1
13 86 1
