bin1    bin2    count
73 73 1
53 53 1
59 66 1
12 12 1
41 41 1
35 35 1
97 97 1
90 91 1
66 73 1
70 70 1
19 20 1
85 85 1
58 58 1
35 35 1
64 64 1
33 33 2
90 91 1
23 23 2
25 25 1
98 98 1
43 43 1
31 55 1
11 11 1
94 94 1
52 52 1
91 91 1
90 90 1
5 5 1
50 50 1
29 29 1
7 8 1
90 90 1
25 25 1
19 19 1
76 76 1
48 48 1
49 49 2
95 96 2
96 96 1
82 82 1
72 72 1
72 72 1
40 40 1
96 96 1
23 23 1
61 61 1
5 5 1
85 85 1
6 6 1
47 48 1
42 42 1
28 28 1
49 49 1
47 47 1
70 70 1
96 96 1
19 19 1
86 86 1
22 22 1
73 73 1
51 51 1
79 79 1
76 76 1
31 31 1
13 13 1
75 75 1
23 23 1
14 14 1
9 9 1
66 66 1
7 7 1
44 44 1
91 92 1
70 70 1
94 94 1
68 68 1
74 74 1
45 45 1
65 65 1
87 87 1
19 19 1
33 33 2
37 37 1
31 31 2
30 30 1
5 6 1
83 83 2
28 28 1
43 43 1
15 15 1
18 21 1
36 36 1
22 22 1
86 86 1
96 96 1
7 7 1
92 92 1
25 25 1
18 18 2
50 50 1
7 8 1
41 41 1
92 92 1
59 68 1
4 4 1
6 6 1
21 21 1
93 94 1
80 80 1
38 38 1
48 48 1
69 69 1
12 12 1
58 58 3
60 60 1
36 36 1
14 14 1
12 12 1
13 13 2
21 21 1
42 42 1
91 91 1
29 29 1
85 85 1
44 44 1
73 73 1
26 26 1
41 41 1
59 59 1
28 28 1
22 22 1
75 75 1
96 96 1
47 47 1
13 13 2
19 20 1
82 82 1
85 86 1
29 29 1
92 92 1
93 93 1
18 18 1
54 54 1
32 32 1
38 38 1
59 59 1
23 59 2
65 65 1
38 39 1
37 37 1
67 67 1
28 29 1
65 65 1
46 46 1
76 76 1
29 29 1
45 45 1
58 58 1
75 75 1
26 62 1
16 16 1
20 20 2
48 48 1
14 14 1
21 21 1
3 13 1
57 57 1
10 11 1
39 39 1
43 43 1
9 16 1
57 57 1
56 56 1
97 98 1
39 39 1
45 45 1
22 22 1
42 42 1
63 63 1
25 25 1
49 49 1
5 5 1
4 6 1
22 22 1
18 18 1
6 6 1
15 15 1
37 38 1
62 62 1
29 29 2
91 91 1
88 88 1
32 32 1
41 41 1
86 87 1
43 43 1
28 28 1
37 37 1
49 50 1
33 33 1
