bin1    bin2    count
83 83 1
41 41 1
51 91 1
89 89 1
63 65 1
87 99 1
74 74 1
125 125 1
124 124 1
134 134 2
152 153 1
86 86 1
81 81 1
53 53 1
43 43 1
101 101 1
21 21 1
42 43 1
97 97 1
71 71 1
105 105 1
108 108 1
35 37 1
151 151 1
55 55 1
112 112 2
87 87 1
114 114 1
22 22 1
29 29 1
127 127 1
22 22 1
55 55 1
86 86 1
48 94 1
46 46 1
24 33 1
11 11 1
93 93 2
24 24 1
83 84 1
115 115 1
106 106 1
68 68 1
82 82 1
82 82 1
69 69 1
14 54 2
3 3 1
137 137 1
153 153 1
118 118 1
132 132 1
126 126 1
58 58 1
34 34 1
9 9 1
55 55 1
127 127 1
106 106 1
133 133 1
33 33 1
51 85 1
84 84 2
36 36 1
125 125 1
126 126 1
125 125 1
130 130 1
20 34 1
57 57 1
147 147 1
52 52 1
62 62 1
86 86 1
69 69 1
101 101 1
137 137 1
22 22 1
95 95 1
53 53 1
47 47 2
54 76 1
53 53 1
118 118 1
45 45 1
109 109 1
9 28 1
88 89 1
119 119 1
46 46 1
43 43 1
108 108 1
147 147 1
16 16 1
7 44 1
153 153 2
118 118 1
85 88 1
26 26 1
106 106 1
107 107 1
57 57 1
149 149 1
59 59 2
55 56 1
108 108 2
57 57 1
125 125 1
101 101 1
35 35 1
32 32 1
62 62 1
108 108 1
107 108 1
87 87 1
57 64 1
71 71 1
76 100 1
18 18 2
134 134 1
49 49 1
82 82 2
142 143 2
131 131 1
4 4 1
22 22 1
67 67 1
110 110 1
28 32 1
63 106 1
9 20 2
78 88 1
57 57 1
41 41 1
152 152 2
122 122 1
58 58 1
24 24 1
26 26 1
148 148 1
53 53 1
22 23 1
107 107 1
66 66 1
126 126 1
58 58 1
118 118 1
125 125 1
75 75 1
16 16 2
130 131 1
57 57 1
83 88 1
140 140 2
68 75 1
131 131 1
152 152 1
117 126 1
142 142 1
23 46 1
39 39 1
94 94 1
125 125 2
136 136 1
9 9 1
93 93 1
11 11 1
135 135 1
154 154 2
136 136 1
90 90 2
97 97 1
65 65 1
55 82 1
55 55 1
43 43 1
16 16 1
125 125 1
77 77 1
25 25 1
131 131 1
32 32 1
30 118 1
80 80 1
127 127 1
6 6 1
64 64 1
13 13 1
87 97 1
76 76 1
138 138 1
15 15 1
130 130 1
147 147 1
150 150 3
66 66 1
98 122 1
41 41 1
41 41 1
17 18 1
58 93 1
96 97 1
110 110 1
97 97 1
24 24 1
147 147 1
117 117 2
22 22 2
151 151 1
117 127 1
132 132 4
81 81 1
120 120 1
147 147 1
138 138 1
153 154 1
96 97 1
46 46 1
15 28 1
147 147 1
51 51 1
90 90 1
40 40 1
126 138 1
24 24 1
150 150 1
26 26 1
46 46 1
135 153 3
128 128 1
36 36 1
20 20 1
141 141 1
131 131 1
92 92 2
58 58 1
36 36 1
80 92 1
69 69 1
70 74 1
124 124 1
56 56 1
9 9 2
140 140 1
118 124 2
150 150 1
43 43 2
33 33 1
57 57 1
81 81 1
80 80 1
139 139 1
57 64 1
106 106 1
64 64 1
82 126 1
134 134 1
39 39 1
55 55 1
137 137 1
131 131 1
42 42 1
108 108 1
11 119 1
125 125 1
134 134 1
53 53 1
134 134 1
33 33 2
30 30 1
5 5 1
105 105 1
116 116 1
39 39 2
127 127 1
106 106 1
98 106 1
58 58 1
45 45 1
56 56 1
55 55 1
77 84 2
58 58 1
103 103 1
65 65 1
52 121 1
123 124 1
73 73 1
56 56 1
107 108 1
18 19 1
32 32 1
107 107 1
15 41 1
15 24 1
74 74 1
139 139 2
101 101 1
110 110 1
7 7 1
3 3 1
137 137 1
130 130 2
29 29 1
112 112 2
145 145 1
11 59 1
133 134 2
21 23 3
106 106 1
133 133 1
15 28 1
18 18 1
52 52 1
37 40 1
107 107 1
144 144 1
131 131 1
136 136 2
40 40 1
154 154 1
137 137 1
41 119 1
129 129 1
98 98 1
137 137 1
138 138 1
65 65 1
46 46 1
99 99 1
48 48 1
27 27 2
36 36 1
140 140 1
90 90 1
138 138 1
24 24 1
94 94 1
35 35 1
97 97 1
137 152 1
129 129 1
99 99 1
151 151 1
127 152 1
68 68 1
8 8 1
41 41 1
51 91 1
147 147 1
43 44 1
73 73 1
34 34 1
129 129 1
15 30 2
85 85 2
54 55 1
88 91 1
4 4 1
11 119 3
149 149 2
134 134 1
124 124 1
76 94 1
74 74 1
132 132 1
138 140 1
32 32 1
148 148 1
151 151 1
122 122 1
88 88 1
131 132 1
141 141 1
120 120 2
38 38 1
29 32 1
29 29 1
31 31 1
36 36 1
50 50 1
58 58 1
5 5 1
106 106 1
107 107 1
55 55 1
107 107 1
133 133 1
138 138 1
18 18 1
90 90 1
117 140 1
126 126 2
68 75 1
151 151 1
116 119 1
62 63 1
84 84 2
116 116 1
71 71 1
115 115 1
58 58 1
106 106 1
134 134 1
87 87 1
9 9 2
132 132 2
117 117 1
43 43 1
16 25 1
90 97 1
51 91 1
40 40 1
88 89 1
66 66 1
106 106 1
119 119 1
151 151 1
74 74 1
58 58 2
51 51 1
7 7 1
129 129 1
141 141 1
123 124 1
25 25 1
149 150 1
124 125 1
27 27 1
87 87 1
19 39 1
41 41 1
117 117 2
77 100 1
13 13 1
