bin1    bin2    count
109 109 1
158 158 1
36 39 1
43 43 1
95 95 2
38 42 1
53 53 1
154 154 1
11 11 1
34 34 1
142 142 1
93 93 1
45 45 1
44 44 1
5 5 1
49 49 1
140 140 1
49 49 2
60 60 1
40 40 1
57 57 1
148 148 2
118 118 1
73 75 1
163 163 1
128 128 2
138 154 1
20 20 1
137 137 1
96 96 1
153 153 1
53 116 1
156 156 1
58 58 1
66 66 1
13 13 1
7 7 1
22 22 1
110 110 1
37 39 1
155 155 1
147 147 1
123 123 1
160 160 2
111 111 1
130 157 1
81 81 1
40 40 1
97 97 1
161 161 1
81 81 1
89 90 2
134 134 1
132 132 2
53 54 1
10 10 1
90 91 2
101 101 1
60 60 1
149 149 1
109 109 1
61 61 2
54 54 1
156 156 1
58 59 2
80 80 1
46 46 2
102 102 2
63 65 1
102 102 1
98 98 1
138 138 1
78 78 1
163 164 1
69 69 1
88 88 1
116 116 1
77 77 1
165 165 1
58 58 1
160 160 2
156 156 1
104 104 1
56 56 1
84 84 1
67 67 1
92 92 1
70 70 1
37 37 1
127 127 1
117 119 2
21 21 1
20 20 1
64 64 1
34 75 1
151 151 1
35 45 1
136 140 1
88 89 1
100 133 1
126 126 1
104 104 1
135 135 1
154 154 1
71 71 1
158 158 1
19 19 1
111 112 1
62 62 1
116 116 1
67 68 1
159 159 1
159 159 1
85 85 1
157 157 1
133 133 1
19 19 2
99 99 1
112 116 1
136 136 1
111 111 1
55 55 1
101 101 1
154 165 2
47 47 1
66 71 1
151 151 1
54 58 1
98 98 1
101 102 1
47 47 1
13 13 2
60 60 1
115 115 1
116 116 1
7 7 1
47 47 1
15 15 1
58 58 1
139 139 1
42 42 1
108 108 1
137 137 1
64 64 1
72 72 1
19 19 1
81 94 1
166 166 1
103 103 1
81 95 1
163 163 1
107 108 1
38 38 1
20 20 1
34 34 1
48 48 1
105 107 1
10 10 1
127 127 1
157 157 1
5 7 1
22 23 2
37 37 1
101 101 1
60 60 1
155 155 2
124 159 1
76 76 1
36 36 2
104 104 1
75 75 1
55 55 1
59 59 1
9 10 1
123 123 1
118 119 1
114 114 1
44 44 1
44 44 1
12 13 1
116 116 1
49 49 1
148 148 1
96 96 1
22 22 1
148 148 1
85 85 1
98 98 1
48 81 1
58 58 1
80 80 1
55 115 2
22 23 1
154 155 1
94 94 1
81 104 1
97 97 1
65 65 1
9 9 1
38 104 1
73 73 1
112 114 1
44 44 1
125 128 1
71 71 2
90 91 1
131 153 1
91 91 1
72 72 1
88 88 1
116 116 1
85 134 1
71 72 1
7 7 1
66 66 1
92 92 1
40 40 1
66 66 1
160 160 1
70 70 1
140 140 1
86 86 1
96 96 3
11 11 1
47 91 2
38 39 1
13 13 1
58 58 1
92 92 1
11 75 1
111 111 1
101 101 1
54 54 1
95 95 2
133 133 1
151 155 1
79 79 1
46 46 2
54 54 1
47 47 1
151 151 2
55 55 1
76 76 1
54 55 1
141 141 1
149 149 1
72 72 1
143 155 1
51 67 1
44 44 1
72 72 1
11 11 1
84 134 1
45 45 1
148 149 1
18 18 1
159 159 1
71 71 1
73 73 1
76 76 1
71 72 1
20 20 1
100 100 1
76 76 2
84 85 1
76 76 1
154 163 1
146 146 1
109 109 1
124 140 1
100 100 1
79 79 1
54 54 1
128 128 1
95 95 1
35 35 1
102 102 1
44 44 1
63 63 1
54 54 1
108 108 1
41 42 1
15 15 1
16 16 1
49 49 1
164 164 1
112 115 1
20 20 1
20 33 1
132 132 1
159 159 1
115 115 1
96 96 1
60 60 2
63 63 1
58 58 1
18 23 1
82 82 1
70 70 1
132 132 1
66 67 1
128 128 1
47 47 3
112 112 1
65 65 3
87 87 1
42 42 2
39 39 1
15 15 1
22 22 1
152 152 1
110 110 1
95 112 1
68 68 1
48 96 1
51 51 1
34 34 1
85 85 1
20 20 1
11 11 1
66 66 1
36 105 1
59 60 1
34 34 1
111 111 1
131 149 1
83 83 1
5 5 1
117 117 1
139 147 1
149 149 2
126 127 1
20 20 1
131 131 1
154 154 1
126 126 1
153 153 1
69 69 1
20 20 1
136 136 1
48 48 1
