1	1	668.0
1	2	12.0
1	4	12.0
1	5	1.0
1	7	3.0
1	8	3.0
1	13	6.0
1	14	16.0
1	15	1.0
1	23	9.0
1	26	1.0
1	36	3.0
1	37	8.0
1	43	5.0
1	44	1.0
1	66	2.0
1	68	1.0
1	69	2.0
1	71	1.0
1	96	1.0
1	109	1.0
1	116	1.0
2	2	722.0
2	3	6.0
2	4	16.0
2	5	17.0
2	6	8.0
2	7	1.0
2	10	2.0
2	13	4.0
2	14	1.0
2	15	6.0
2	16	3.0
2	19	1.0
2	20	3.0
2	21	2.0
2	22	8.0
2	37	5.0
2	38	2.0
2	44	3.0
2	66	1.0
2	77	1.0
2	98	1.0
2	117	1.0
2	123	1.0
2	127	1.0
3	3	701.0
3	4	19.0
3	5	25.0
3	6	23.0
3	7	1.0
3	8	1.0
3	9	11.0
3	10	9.0
3	11	10.0
3	12	17.0
3	13	11.0
3	14	8.0
3	15	16.0
3	16	7.0
3	17	1.0
3	18	1.0
3	19	14.0
3	20	3.0
3	21	1.0
3	22	5.0
3	26	1.0
3	28	2.0
3	30	1.0
3	31	4.0
3	37	1.0
3	38	4.0
3	76	1.0
3	99	1.0
3	136	2.0
4	4	670.0
4	5	26.0
4	6	18.0
4	7	3.0
4	8	9.0
4	10	8.0
4	11	1.0
4	12	6.0
4	13	21.0
4	14	2.0
4	15	3.0
4	16	1.0
4	17	1.0
4	18	4.0
4	19	7.0
4	20	1.0
4	21	1.0
4	22	1.0
4	30	1.0
4	33	1.0
4	38	2.0
4	43	1.0
4	44	1.0
4	69	2.0
4	82	1.0
4	95	1.0
4	121	1.0
4	133	1.0
4	139	1.0
5	5	670.0
5	6	38.0
5	7	22.0
5	8	7.0
5	9	6.0
5	10	6.0
5	11	4.0
5	12	1.0
5	13	7.0
5	15	9.0
5	17	1.0
5	19	7.0
5	25	1.0
5	30	5.0
5	31	5.0
5	33	2.0
5	36	4.0
5	37	6.0
5	38	2.0
5	44	2.0
5	69	1.0
5	81	1.0
5	113	1.0
5	129	1.0
6	6	638.0
6	7	28.0
6	8	4.0
6	9	9.0
6	10	4.0
6	11	2.0
6	13	3.0
6	15	2.0
6	17	1.0
6	18	1.0
6	19	7.0
6	20	2.0
6	31	2.0
6	36	2.0
6	37	1.0
6	74	1.0
6	91	1.0
6	98	1.0
6	119	1.0
6	126	1.0
6	133	1.0
7	7	677.0
7	8	43.0
7	9	29.0
7	10	6.0
7	11	3.0
7	12	1.0
7	13	5.0
7	14	2.0
7	27	7.0
7	28	10.0
7	29	1.0
7	30	18.0
7	31	6.0
7	32	3.0
7	33	1.0
7	35	2.0
7	79	1.0
7	125	1.0
8	8	664.0
8	9	28.0
8	10	2.0
8	11	2.0
8	13	2.0
8	16	1.0
8	27	2.0
8	28	9.0
8	29	3.0
8	30	1.0
8	32	2.0
8	36	2.0
8	37	1.0
8	42	1.0
8	69	1.0
8	70	2.0
8	71	1.0
8	74	1.0
8	103	2.0
8	116	1.0
8	117	1.0
8	123	1.0
8	127	1.0
8	135	1.0
9	9	665.0
9	10	4.0
9	11	22.0
9	12	7.0
9	13	5.0
9	14	12.0
9	15	1.0
9	17	1.0
9	19	1.0
9	23	2.0
9	27	2.0
9	28	2.0
9	29	5.0
9	30	10.0
9	31	7.0
9	32	10.0
9	33	2.0
9	34	1.0
9	37	1.0
9	80	1.0
9	84	1.0
9	97	2.0
9	105	1.0
10	10	589.0
10	11	35.0
10	12	22.0
10	13	15.0
10	14	10.0
10	15	3.0
10	16	8.0
10	19	1.0
10	22	9.0
10	23	2.0
10	24	3.0
10	25	6.0
10	26	2.0
10	28	10.0
10	32	2.0
10	40	1.0
10	82	1.0
10	87	1.0
10	123	1.0
11	11	630.0
