bin1    bin2    count
40 40 1
93 93 1
48 48 1
155 155 2
74 74 2
156 161 1
155 155 1
37 40 1
46 46 1
114 114 1
155 155 1
49 49 1
96 96 1
134 134 1
34 34 1
111 161 1
6 6 1
150 150 1
131 148 1
68 70 1
153 153 1
86 86 1
61 61 1
59 59 1
75 91 3
88 88 1
96 96 1
100 100 1
91 91 1
147 149 1
149 149 1
97 97 1
64 64 1
44 44 2
87 87 2
109 126 1
124 124 1
49 49 1
103 103 1
132 132 2
37 38 1
132 132 1
129 129 1
164 164 1
112 115 1
40 40 1
13 13 1
47 48 1
158 158 1
102 103 1
166 166 1
92 161 1
153 162 1
38 38 1
76 76 1
20 53 1
112 113 1
93 93 1
134 161 1
57 57 2
65 65 1
44 44 1
59 92 2
82 99 1
124 125 1
118 118 1
127 142 1
73 74 1
67 67 1
107 107 1
89 107 1
47 48 1
110 128 1
158 159 1
12 12 2
124 124 1
103 103 1
16 16 1
136 141 1
41 41 1
111 111 1
19 19 1
161 161 1
128 128 2
164 164 1
8 8 1
102 106 2
117 123 1
165 165 1
136 136 1
18 19 1
68 76 1
140 159 1
74 74 1
151 158 1
141 141 2
41 41 1
20 20 1
128 130 1
137 137 1
60 81 1
90 90 1
9 13 1
76 100 1
60 60 1
16 16 1
68 68 1
154 154 1
73 73 1
124 124 1
48 48 1
89 89 1
45 45 1
62 62 1
116 116 2
116 116 1
58 58 1
20 53 1
34 70 1
36 36 1
15 54 1
60 63 1
33 41 1
130 130 1
119 119 1
60 77 1
45 45 1
114 114 1
46 46 1
103 105 1
117 120 1
139 139 1
13 13 1
133 133 1
61 68 1
15 15 1
19 41 1
37 87 2
49 49 1
128 129 1
162 162 1
54 54 1
107 107 1
73 105 1
110 110 1
111 111 1
126 126 1
92 92 1
90 90 1
138 138 1
129 130 1
96 96 1
76 105 1
44 56 1
101 136 1
94 94 1
143 143 1
40 57 1
33 54 1
61 61 1
63 119 1
134 134 1
106 106 1
62 62 1
19 50 1
77 80 1
124 142 1
79 79 2
61 64 1
44 44 1
43 43 1
42 57 2
7 7 1
21 21 1
101 136 1
78 78 1
45 45 1
148 148 1
151 151 2
77 78 1
61 62 1
113 114 1
87 87 1
132 132 1
17 17 1
80 80 2
106 106 2
125 125 1
66 66 1
12 12 1
21 21 1
150 155 1
111 111 1
135 136 1
74 75 2
39 39 1
108 117 1
87 87 1
156 157 1
141 166 1
16 17 1
90 90 1
147 149 1
82 91 1
71 71 1
165 165 1
153 161 1
69 69 1
128 128 1
50 54 1
54 63 1
50 50 1
129 129 1
81 81 1
155 158 1
97 97 1
106 107 1
18 18 1
139 139 1
140 140 1
85 85 1
39 39 1
157 157 1
103 103 1
149 149 1
62 65 1
141 142 2
18 18 1
96 96 1
115 117 1
102 102 1
58 58 2
128 128 1
61 64 1
61 61 1
11 12 1
135 135 2
17 17 1
44 83 2
9 9 1
134 134 1
48 48 1
106 106 2
143 146 1
156 156 1
18 18 1
90 90 1
65 74 1
20 51 1
96 96 1
155 158 1
65 142 2
94 94 2
46 46 1
111 111 1
38 38 1
117 117 2
45 45 1
39 39 2
68 68 1
82 84 1
149 149 1
114 114 1
127 127 1
36 36 1
9 9 3
128 129 1
18 18 1
44 44 1
23 94 1
15 56 1
137 137 1
154 158 1
111 111 1
97 97 1
9 9 1
142 142 1
127 127 1
158 158 1
58 61 1
46 47 1
149 149 2
128 128 1
9 18 1
86 87 1
16 16 1
158 158 1
98 98 1
104 104 1
36 36 1
88 88 1
14 16 2
115 115 1
116 117 1
147 147 1
153 153 1
143 160 1
164 165 1
125 141 1
38 39 1
143 143 1
10 12 1
56 56 1
22 22 1
102 102 1
55 56 2
157 157 1
19 19 1
86 86 1
61 61 2
154 154 1
102 104 1
71 71 1
42 42 1
159 159 1
148 148 2
133 133 1
78 84 1
41 43 1
69 69 1
80 80 1
7 7 1
142 142 2
156 161 1
50 85 1
152 152 1
7 7 1
20 20 1
162 163 1
38 38 1
12 12 1
79 79 1
15 15 1
60 60 1
118 142 2
99 99 1
149 149 1
164 164 1
19 19 1
98 99 1
22 40 1
161 161 1
137 137 1
92 92 1
57 94 1
164 164 1
126 141 2
75 75 1
114 138 1
109 136 1
119 119 1
45 45 1
12 12 1
115 115 1
127 142 1
15 16 1
20 20 1
9 12 2
33 33 1
36 36 1
6 6 1
112 114 2
70 70 1
71 71 1
59 94 1
91 105 1
116 117 2
100 100 1
147 147 1
92 92 1
137 137 1
111 113 1
83 103 1
15 56 1
82 82 1
140 141 1
41 42 1
102 102 2
95 95 1
111 111 1
153 154 1
10 12 1
143 143 1
98 98 1
42 42 1
110 110 1
119 158 3
125 125 2
60 80 1
41 42 1
96 96 1
37 38 1
47 85 1
137 137 1
152 152 1
96 96 1
68 68 1
135 135 1
93 93 1
110 110 1
60 80 1
105 105 1
41 55 1
86 86 1
93 93 1
33 33 1
127 130 1
7 18 1
19 37 1
106 106 1
62 62 1
162 162 1
37 83 1
82 82 1
54 68 1
47 47 1
90 90 1
95 95 2
150 154 1
87 87 1
69 69 1
71 71 1
110 110 1
151 151 1
86 86 1
67 67 1
153 153 1
46 46 1
44 44 1
112 112 1
138 138 1
61 61 1
94 96 1
57 57 1
142 147 1
156 161 1
14 14 1
138 138 1
11 11 1
7 44 1
13 13 1
109 130 2
56 68 1
62 81 1
7 7 1
70 70 1
62 62 1
48 48 1
70 70 1
66 66 1
89 93 1
127 127 1
157 163 1
21 21 1
155 155 1
149 149 1
20 22 1
91 91 1
21 47 1
54 63 1
130 131 1
67 67 1
63 67 1
12 12 1
155 155 1
55 55 1
45 45 1
128 128 1
89 107 1
64 64 1
88 88 1
134 164 1
158 158 1
6 6 1
48 49 1
107 107 1
161 161 1
143 143 1
83 83 1
115 115 1
72 72 1
132 134 2
33 33 1
134 134 1
79 79 1
88 88 1
64 65 2
33 54 1
96 98 1
148 148 1
118 119 1
50 50 1
156 156 1
112 112 1
79 79 1
101 101 1
110 110 2
106 106 1
95 95 1
100 137 1
165 165 1
35 35 1
18 18 1
77 99 1
56 57 1
153 154 1
123 123 1
78 103 1
67 67 1
95 95 1
63 63 1
21 48 1
56 94 1
12 12 1
56 56 1
22 22 1
96 96 3
103 103 1
119 119 1
97 97 1
163 163 1
126 126 1
112 113 2
20 20 1
9 9 1
16 16 1
77 77 1
95 95 1
42 42 1
139 139 1
46 50 1
45 45 1
98 108 1
96 99 1
82 82 3
39 49 1
18 18 1
78 78 1
116 116 1
154 155 2
41 49 1
153 153 1
150 157 1
148 148 1
67 67 1
64 64 1
149 149 1
94 97 1
115 115 1
142 142 2
158 165 1
40 40 1
130 130 1
109 109 1
90 90 1
11 11 1
56 56 1
22 22 1
164 165 1
53 53 1
157 157 1
41 41 1
115 115 1
160 160 2
130 130 1
88 104 1
125 135 1
100 104 1
97 97 2
56 56 2
5 5 1
80 80 1
11 11 1
7 7 1
153 153 2
20 20 1
60 80 1
123 123 1
10 10 1
69 98 1
160 160 1
156 160 1
36 40 1
11 12 1
14 14 1
87 87 1
7 7 1
23 23 1
49 49 1
75 75 1
14 14 1
116 116 1
160 160 1
21 48 1
115 117 1
78 78 1
48 48 1
20 20 1
155 155 1
123 123 1
122 122 1
82 82 1
96 96 1
41 57 1
86 86 1
88 88 1
78 106 1
7 7 1
16 16 1
43 54 1
99 104 1
97 97 3
18 18 1
109 136 1
78 78 1
71 71 1
82 82 1
114 114 1
34 34 1
63 63 1
141 141 1
116 116 1
76 126 1
49 49 2
100 103 1
73 74 1
158 159 1
33 33 1
18 18 1
72 72 1
130 130 1
6 7 1
39 72 1
79 79 1
76 105 1
57 57 1
50 76 1
23 23 1
107 109 1
41 41 1
122 122 1
49 55 1
80 80 2
125 125 1
58 61 1
111 111 1
48 48 1
141 141 1
43 43 1
146 149 1
22 22 1
110 111 1
133 133 1
163 163 1
101 138 1
136 136 1
156 156 1
33 37 1
76 78 2
130 130 1
109 117 1
132 132 2
55 55 1
9 13 2
65 65 1
102 102 1
14 16 1
61 94 1
7 7 1
42 42 1
132 132 1
138 165 1
110 110 1
112 112 1
89 89 1
36 36 1
124 161 1
136 136 1
155 155 1
96 96 1
16 16 1
48 86 1
163 163 1
69 69 1
111 111 2
42 42 1
83 83 1
88 107 1
83 83 1
44 44 1
136 136 1
87 87 1
104 104 1
94 95 1
111 111 1
47 47 1
36 36 1
43 43 1
106 106 1
88 88 1
85 85 1
104 104 1
77 77 1
35 35 1
55 55 1
149 149 1
85 85 2
89 89 1
123 123 1
10 10 1
144 144 1
35 35 1
156 156 1
117 122 1
152 152 1
39 49 1
93 93 1
114 114 1
36 36 2
57 57 3
112 112 1
76 102 1
16 16 1
101 101 1
115 115 1
62 62 1
130 131 1
129 129 1
19 19 1
73 78 1
15 15 1
133 133 1
60 60 1
69 69 1
53 53 1
45 53 1
79 79 1
159 159 1
55 58 1
127 140 1
71 71 1
160 160 1
65 65 1
108 108 1
85 85 1
