bin1    bin2    count
5 5 1
34 34 1
47 47 2
87 87 1
46 46 1
3 3 1
32 32 1
109 109 1
96 96 1
53 53 1
142 142 1
59 59 1
22 22 1
89 90 1
91 91 1
40 40 1
115 115 1
118 118 1
139 139 1
55 55 1
66 66 1
142 142 1
123 123 1
65 65 1
86 86 1
8 8 1
23 23 1
46 46 1
107 107 1
109 109 1
66 66 1
16 16 1
130 130 1
43 43 1
125 139 3
133 134 1
81 81 1
121 121 1
20 24 1
72 72 1
84 84 1
107 107 1
90 120 1
26 27 1
30 30 1
44 45 1
136 137 1
139 139 1
20 20 1
120 120 1
60 60 1
74 74 2
102 102 2
137 137 1
28 28 1
37 37 1
33 46 1
126 126 1
69 69 1
47 47 1
133 133 1
69 69 1
125 130 1
26 26 1
35 35 2
137 137 1
33 33 1
116 116 1
43 43 1
100 103 1
114 114 1
113 114 1
105 105 1
85 85 1
74 74 1
21 21 1
55 58 1
105 105 2
111 111 1
17 17 2
50 50 1
141 141 1
81 81 1
12 12 1
144 144 1
15 18 1
100 100 1
143 143 1
6 6 2
14 14 1
18 18 1
4 4 1
71 71 1
36 36 1
40 40 1
140 140 1
51 51 1
63 63 1
120 121 1
77 77 1
75 75 1
74 74 1
90 90 1
58 58 1
48 71 1
138 138 1
145 145 1
12 12 1
20 21 1
116 116 1
152 152 1
12 12 2
39 40 1
137 137 2
114 114 1
151 151 1
27 27 1
39 39 2
97 97 1
135 135 2
62 62 1
48 49 1
136 136 1
124 124 1
37 38 1
45 45 1
40 40 1
22 23 1
81 81 1
9 9 1
70 70 1
15 19 1
52 52 2
65 65 1
41 41 1
98 98 1
86 86 1
49 49 1
93 93 1
65 65 1
144 144 2
130 130 1
5 5 1
79 79 1
31 31 1
138 138 1
118 118 1
118 118 1
100 100 1
71 71 1
123 123 2
62 62 1
15 15 2
42 42 1
24 24 2
108 108 1
43 43 1
84 84 1
4 4 1
114 114 2
136 136 1
112 112 1
119 119 1
8 8 1
28 28 1
88 88 2
41 41 1
79 79 1
135 138 1
134 134 1
49 49 1
92 92 1
137 137 1
100 100 1
76 76 1
149 149 1
43 43 1
136 136 1
109 109 1
83 83 1
149 152 1
79 79 1
127 127 1
115 115 1
4 7 1
110 111 1
124 124 1
75 75 1
143 143 1
112 112 1
21 21 1
32 32 1
102 103 1
143 143 1
64 64 1
145 145 1
102 102 1
41 41 1
44 44 1
144 144 1
131 131 1
64 64 1
31 31 2
81 81 1
22 22 1
27 27 1
58 58 2
117 118 1
20 20 1
149 149 1
126 126 1
124 124 2
49 49 1
35 35 1
97 97 1
44 44 1
